,uid,sentiment,text,clean_text,predicted,predicted_proba
3465,8195,neutral,@ republic As long as Pawar RaGa Owaisi and Mamta are there no one can dethrone Modi ji . That's different that he … https // t . co / jb05OwvisH  ,republ long pawar raga owaisi mamta one dethron modi ji that differ … co jbowvish,neutral,"tensor([0.3012, 0.4329, 0.2659])"
11471,27065,positive,@ ARanganathan72 Aksar yeh sochti hoon ki modji agar 20 saal pehle pm bante to bharat world champion hota  ,aranganathan aksar yeh sochti hoon ki modji agar saal pehl pm bant bharat world champion hota,neutral,"tensor([0.3753, 0.4136, 0.2110])"
15845,42214,positive,@ narendramodi Modi ji i am the biggest fan of u . Lekin pichle 45 salo m India itni berojgari kb nhi hui . Dear modi j … https // t . co / R59NEhcPqI  ,narendramodi modi ji biggest fan u lekin pichl salo india itni berojgari kb nhi hui dear modi j … co rnehcpqi,positive,"tensor([0.3200, 0.2675, 0.4125])"
1294,25127,negative,@ vikasbha Tum ek no ka Dalal Ho ... Sale chutiye Dalai karna hay Yo Jake BJP ke Talbe chat ... News channel main Hoke … https // t . co / JXr26EcsOf  ,vikasbha tum ek ka dalal ho sale chutiy dalai karna hay yo jake bjp ke talb chat news channel main hoke … co jxrecsof,negative,"tensor([0.8818, 0.0647, 0.0535])"
3908,9600,neutral,@ rssurjewala Aapko kya kerna janata modi ko pasand kerti aur Gas Cylinder 17kg ka 2000 rupiya mein kharidegi aapko … https // t . co / Uqn0hUlsHK  ,rssurjewala aapko kya kerna janata modi ko pasand kerti aur ga cylind kg ka rupiya mein kharidegi aapko … co uqnhulshk,neutral,"tensor([0.4077, 0.4903, 0.1020])"
5228,13387,positive,@ ChokolateGuy I'm sorry for that woh mujh se InshaAllah mein typo ho gaya tha edit ka option nhi hai iss liye aga … https // t . co / 8FXiEphYfv  ,chokolateguy im sorri woh mujh se inshaallah mein typo ho gaya tha edit ka option nhi hai iss liy aga … co fxiephyfv,negative,"tensor([0.4173, 0.3897, 0.1930])"
16848,25141,negative,@ cmohry Sant rampal ke Andhbhakt sleeper cells ki tarah hai aisse pakhandi Andhbhakktonn ka illaj kariye jo pakhand … https // t . co / 70CSAlmCnn  ,cmohri sant rampal ke andhbhakt sleeper cell ki tarah hai aiss pakhandi andhbhakktonn ka illaj kariy jo pakhand … co csalmcnn,negative,"tensor([0.4534, 0.2886, 0.2581])"
9386,21954,positive,RT @ iamsrk Sitaron ke khwaab dekhne waalon humne chaand ko paida kiya hai … Merry Christmas to you all https // t co / NjEImBHtlH  ,iamsrk sitaron ke khwaab dekhn waalon humn chaand ko paida kiya hai … merri christma co njeimbhtlh,neutral,"tensor([0.0945, 0.5054, 0.4001])"
2285,2914,neutral,@ GuruFilmy Certificate pe 167m kyu dikha rha ?  ,gurufilmi certif pe kyu dikha rha,neutral,"tensor([0.0821, 0.8626, 0.0553])"
12105,28421,neutral,RT @ princesofbusan I LOVE YOU SO MUCH JEON JUNGKOOK . YOU ARE AMAZING !!! 💜💜💜💜💜💜💜💘 https // t . co / OWyibYdT3S  ,princesofbusan love much jeon jungkook amaz 💜💜💜💜💜💜💜💘 co owyibydt,positive,"tensor([0.0252, 0.2703, 0.7045])"
1538,33529,positive,RT @ MadhuTh73510763 Upp k hmare sabhi sathiyo 11786 candidates ki taraf se PM SIR ko bahut bahut badhai Hm sbka vote success hua Meri …  ,madhuth upp k hmare sabhi sathiyo candid ki taraf se pm sir ko bahut bahut badhai hm sbka vote success hua meri …,positive,"tensor([0.0099, 0.0558, 0.9343])"
16560,44977,neutral,@ AmreshSahu143 @ ANI Terrorist bjpee party ne bhi tribute diya tha Gandhi ko . Tu apna muh bandh rakh  ,amreshsahu ani terrorist bjpee parti ne bhi tribut diya tha gandhi ko tu apna muh bandh rakh,negative,"tensor([0.7311, 0.1889, 0.0800])"
15838,42189,neutral,@ imJRK _ 4 Ummid don't post it . Warna selectors will select Stuart Binny again . P  ,imjrk ummid dont post warna selector select stuart binni p,neutral,"tensor([0.1465, 0.6819, 0.1716])"
11557,27243,positive,# akak Musical songs 🎶🎶🎧📻🎵🎼 Thank you so much Anmol nice story Very nice song Enjoying so much 👌👌👌👏👏 Musical … https // t co / e4vxkiDMuh  ,akak music song 🎶🎶🎧📻🎵🎼 thank much anmol nice stori nice song enjoy much 👌👌👌👏👏 music … co evxkidmuh,positive,"tensor([0.0038, 0.2209, 0.7753])"
15561,41075,positive,@ ManMundra Sir My heart Swells with pride when I see your Journey You are an inspiration Sir Aap konse Seher se h … https // t co / Qi1L1XgZBL  ,manmundra sir heart swell pride see journey inspir sir aap kons seher se h … co qilxgzbl,positive,"tensor([0.0876, 0.4443, 0.4681])"
11609,27339,neutral,RT @ anafmreis13 HAHAHAHA it ’ s funny ‘ cause it ’ s true https // t co / SoVhyrSYUv  ,anafmrei hahahaha ’ funni ‘ caus ’ true co sovhyrsyuv,neutral,"tensor([0.0554, 0.7194, 0.2252])"
19,87,neutral,@ Pavancharan24 @ NaaIsm @ vekuvakiranam I believe this is not fake . Let's fight for a cause not the flaws . Please bhaiyya .  ,pavancharan naaism vekuvakiranam believ fake let fight caus flaw pleas bhaiyya,positive,"tensor([0.1098, 0.4158, 0.4744])"
15910,42494,neutral,@ Le _ Me _ Doctorr There are no lallu teams in this world cup  ,le doctorr lallu team world cup,neutral,"tensor([0.3345, 0.3984, 0.2671])"
14299,36332,positive,@ narendramodi @ AnupamPKher Congratulation Narendra Modi ji 2 Prime Ministerof India karna aap se ek baat karna cha … https // t . co / JItdtV6pZD  ,narendramodi anupampkh congratul narendra modi ji prime ministerof india karna aap se ek baat karna cha … co jitdtvpzd,positive,"tensor([0.0337, 0.2215, 0.7448])"
2400,3817,positive,The best Paul Gascoigne video you will ever see Laughing after 25 seconds - crying at 7 minutes 30 seconds … https // t . co / 4tLQwmWsnm  ,best paul gascoign video ever see laugh second cri minut second … co tlqwmwsnm,neutral,"tensor([0.0547, 0.5658, 0.3796])"
7355,17116,negative,@ bharat _ win _ Are @ bharat _ win _ I'm 100% sure Pakistan ki napakk hatkato se Islam bhi sath hi khatam ho jyega Pakistan ke  ,bharat win bharat win im sure pakistan ki napakk hatkato se islam bhi sath hi khatam ho jyega pakistan ke,negative,"tensor([0.6721, 0.1384, 0.1896])"
16550,44945,positive,@ i _ marwadi @ SanjayAzadSln 5 log arrest hue hai . Modi sach me kaam me laga hua hai . Kaash tum samajh paate ki wo hate nahi faila raha .  ,marwadi sanjayazadsln log arrest hue hai modi sach kaam laga hua hai kaash tum samajh paat ki wo hate nahi faila raha,negative,"tensor([0.6984, 0.2202, 0.0814])"
9363,21916,positive,@ DilipGhoshBJP Dilip ghosh jindabad . Bjp jindabad . Narendra Modi jindabad . Narendra Modi jindabad .  ,dilipghoshbjp dilip ghosh jindabad bjp jindabad narendra modi jindabad narendra modi jindabad,positive,"tensor([0.0271, 0.0761, 0.8968])"
15640,41436,negative,@ official _ mihirs @ BoduBD4452 @ Yuvraj2202singh @ NDbhanushali Varna kiya apni bahan ko bheja mumbai Sale bhosri chu … https // t co / 801AYV2Mvh  ,offici mihir bodubd yuvrajsingh ndbhanushali varna kiya apni bahan ko bheja mumbai sale bhosri chu … co ayvmvh,negative,"tensor([0.8407, 0.1060, 0.0533])"
2954,6355,neutral,@ MaheshNBhatt Very nice lines dad BT dad arz karta hoon kya khona h kya pana h sab yahi chhod ke Jana h Na tera … https // t . co / 4Ztb7dFiS0  ,maheshnbhatt nice line dad bt dad arz karta hoon kya khona h kya pana h sab yahi chhod ke jana h na tera … co ztbdfi,neutral,"tensor([0.3124, 0.5006, 0.1870])"
273,1546,positive,@ amitmalviya @ AmitShah Y I like BJP Reason 1 Ideology 2 Jo kaam kartha Hai unko sammaan mitlha Hai  ,amitmalviya amitshah like bjp reason ideolog jo kaam kartha hai unko sammaan mitlha hai,neutral,"tensor([0.3215, 0.4737, 0.2048])"
10745,25472,neutral,Great sir aap jese Na koi tha Na hoga ham aap ke sath he age bodo https // t . co / OUk5S8Cdza  ,great sir aap jese na koi tha na hoga ham aap ke sath age bodo co oukscdza,neutral,"tensor([0.1433, 0.4415, 0.4152])"
16324,44113,positive,RT @ hopelessrdj rdj coming online after 24 days just to wish tom happy birthday is the biggest irondad energy  ,hopelessrdj rdj come onlin day wish tom happi birthday biggest irondad energi,positive,"tensor([0.0227, 0.3915, 0.5858])"
2907,6196,positive,@_ 123sms Khar Mubarak 😍 Allah sy dua hai ap log b jald humary sath her Din many 😍🌹  ,sm khar mubarak 😍 allah sy dua hai ap log b jald humari sath din mani 😍🌹,positive,"tensor([0.0028, 0.0426, 0.9546])"
3110,6939,positive,@ narendramodi hamare aadarniya pm Narendra modi ji ko doobara pm banane par dher sari subhkamnaye aasha karta hu a … https // t . co / 3lx05Qg0E7  ,narendramodi hamar aadarniya pm narendra modi ji ko doobara pm banan par dher sari subhkamnay aasha karta hu … co lxqge,positive,"tensor([0.0105, 0.0887, 0.9008])"
10237,23952,neutral,@ cmohan _ pat Ji bilkul kuki es elction ko cover karne valo ka bhi kahna tha ki even nalanda me bhi jdu ko modi ke n … https // t . co / wjPoo1NBrS  ,cmohan pat ji bilkul kuki es elction ko cover karn valo ka bhi kahna tha ki even nalanda bhi jdu ko modi ke n … co wjpoonbr,neutral,"tensor([0.2881, 0.6022, 0.1097])"
13169,31760,positive,@ aanvindersingh Incredibly love & respect to you myhh Bewafaa SarDaaR Jiii 💖💖😍  ,aanvindersingh incred love respect myhh bewafaa sardaar jiii 💖💖😍,positive,"tensor([0.0083, 0.1398, 0.8519])"
14307,36374,neutral,@ CongressVichar # Congress to maidan chor ke bhaag gayi aap bhi bhag lo chacha Yaha kuch na bacha @ gaur _ jyoti … https // t . co / sX9vqb7xVM  ,congressvichar congress maidan chor ke bhaag gayi aap bhi bhag lo chacha yaha kuch na bacha gaur jyoti … co sxvqbxvm,negative,"tensor([0.6735, 0.1890, 0.1376])"
9528,22188,neutral,RT @ imlolabashang i miss you and it ’ s killing me  ,imlolabashang miss ’ kill,neutral,"tensor([0.1321, 0.6220, 0.2459])"
5391,13668,positive,RT @ Rekha1571 @ SiiSingh @ imVicky _ insan Dhan dhan satguru tera hi aasra bahi ji pita ji bless u  ,rekha siisingh imvicki insan dhan dhan satguru tera hi aasra bahi ji pita ji bless u,positive,"tensor([0.0109, 0.1967, 0.7924])"
6033,14701,positive,RT @ Dir _ Lokesh # NGK the film was good with brilliant performances all around especially @ Suriya _ offl sir ’ s portrayal was amazing . Every t …  ,dir lokesh ngk film good brilliant perform around especi suriya offl sir ’ portray amaz everi …,neutral,"tensor([0.0513, 0.5098, 0.4389])"
16113,43347,positive,@ listenshahid Well done sir .. Commitment jo aapne kar di to like Salman khud ki bhi nahi सुनते.. Seriously u r set … https // t . co / dfpsMtne7u  ,listenshahid well done sir commit jo aapn kar di like salman khud ki bhi nahi सुनते serious u r set … co dfpsmtneu,neutral,"tensor([0.1792, 0.5682, 0.2525])"
12005,28241,positive,@ AmitShah @ narendramodi Aap say hum logon ko bahoot umeed hai sir Jammu ka khyal rakhna sir ji special thanks peopels of jammu  ,amitshah narendramodi aap say hum logon ko bahoot ume hai sir jammu ka khyal rakhna sir ji special thank peopel jammu,positive,"tensor([0.0730, 0.3036, 0.6234])"
4228,10806,neutral,RT @ fishbowel Guys the 🗿 emoji is so good it shows so much yet so little emotion Her I ’ m breaking up with you Me 🗿 Mom you ’ re ado …  ,fishbowel guy 🗿 emoji good show much yet littl emot ’ break 🗿 mom ’ ado …,positive,"tensor([0.0232, 0.3814, 0.5954])"
10408,24319,neutral,506 omg i swear i rlly love how we like talk abt kboos and ur orientation experience AHHAHA it was super fun talki … https // t . co / f7DL4ghaVZ  ,omg swear rlli love like talk abt kboo ur orient experi ahhaha super fun talki … co fdlghavz,neutral,"tensor([0.0833, 0.4612, 0.4556])"
4457,11678,negative,@ vikasbha Tum log journalist bann kaise jaate ho . Journalist ka J bhi nahi ho tum jaise log . Mann toh kar raha hai … https // t . co / UmBZMU88TS  ,vikasbha tum log journalist bann kais jaat ho journalist ka j bhi nahi ho tum jais log mann toh kar raha hai … co umbzmut,negative,"tensor([0.7330, 0.1845, 0.0825])"
15933,42588,negative,@ CuteHindu @ Alia64766358 @ PJkanojia @ FromLah0re Sirf ek modi aisa terrorist ha jis ny hazaron Muslims ka khon kia .… https // t . co / scpaS3Qize  ,cutehindu alia pjkanojia fromlahr sirf ek modi aisa terrorist ha ji ny hazaron muslim ka khon kia … co scpasqiz,negative,"tensor([0.6201, 0.2091, 0.1708])"
276,1577,negative,# uppsc18mainspaperout students Ko naxalites mat banao Bahut tang hai hum phle se paper'out krne wale Ko phasi … https // t co / HOAxBST7y7  ,uppscmainspaperout student ko naxalit mat banao bahut tang hai hum phle se paperout krne wale ko phasi … co hoaxbsti,negative,"tensor([0.5428, 0.2590, 0.1982])"
13131,31554,positive,Yrr isey Oppo F11 pkrao jis s hlki light m b achi pictwr ajati hai 🌚 https // t . co / vnJ3qp9BX6  ,yrr isey oppo f pkrao ji hlki light b achi pictwr ajati hai 🌚 co vnjqpbx,neutral,"tensor([0.1996, 0.5808, 0.2195])"
976,4778,neutral,@ That0neRapunzel @ BeingDabangg4 @ baba _ paradox _ Boss demand aapki jyda h hamse 🙄🙄😍😍 https // t co / bg4cCFhis1  ,thatnerapunzel beingdabangg baba paradox boss demand aapki jyda h hams 🙄🙄😍😍 co bgccfhi,neutral,"tensor([0.1514, 0.4597, 0.3889])"
3958,9782,neutral,@ follow2deep @ NSdeshbhakt @ Shraddh64712686 @ 003Gayatri @ sneha78124017 @ DURGAGI48780097 @ Radha274402 Bhagwan ka naam … https // t . co / CUdbKOKFQl  ,followdeep nsdeshbhakt shraddh gayatri sneha durgagi radha bhagwan ka naam … co cudbkokfql,neutral,"tensor([0.1698, 0.6547, 0.1754])"
12495,29209,positive,i ain ’ t see you in a minute boy i miss ya  ,’ see minut boy miss ya,neutral,"tensor([0.0228, 0.7485, 0.2287])"
8627,19968,negative,@ Abn07 @ nadiakhaan Kabih Fail siraf Kisi Aurat say Relation hi nahi or bhi Bohat say Fail Kabih haain jo ham Insano … https // t . co / YS0VYc3wUW  ,abn nadiakhaan kabih fail siraf kisi aurat say relat hi nahi bhi bohat say fail kabih haain jo ham insano … co ysvycwuw,neutral,"tensor([0.2510, 0.5777, 0.1713])"
5120,13205,positive,@ anjanaomkashyap Atal ji na jaisa hmara Desh ka gorav bdhaya onki hi raho pr h hmara PM Modi ji .🙏 https // t . co / RxBqAjArAi  ,anjanaomkashyap atal ji na jaisa hmara desh ka gorav bdhaya onki hi raho pr h hmara pm modi ji 🙏 co rxbqajarai,negative,"tensor([0.5159, 0.2771, 0.2071])"
12130,28469,neutral,RT @ saritaaksh @ DyolSingh @ ShahidK12512 @ Malkhan56167299 Thik h sir phir ap Mujhe bhi na batye 🙏  ,saritaaksh dyolsingh shahidk malkhan thik h sir phir ap mujh bhi na baty 🙏,positive,"tensor([0.1666, 0.3990, 0.4345])"
4713,12503,positive,@ GeetaDhiman8 @ Gurmeetramrahim @ AmitSony66406 Dhan dhan satguru tera hi aasra sis ji pita ji bless u too ji thnx sis ji  ,geetadhiman gurmeetramrahim amitsoni dhan dhan satguru tera hi aasra si ji pita ji bless u ji thnx si ji,positive,"tensor([0.0015, 0.1683, 0.8302])"
6922,16281,positive,Finally ! Finally we have zara sa jhoom lun mein on Samaina ! My life is made ! Thank you ! Yayyy !💃💃 Lemme go make a bi … https // t . co / xY2X76sT5o  ,final final zara sa jhoom lun mein samaina life made thank yayyy 💃💃 lemm go make bi … co xyxsto,neutral,"tensor([0.0433, 0.4801, 0.4766])"
12973,30731,negative,@ ARanganathan72 They are really behaving like children Mujhe batting nahi mili main kal se khelne nahi aaoonga  ,aranganathan realli behav like children mujh bat nahi mili main kal se kheln nahi aaoonga,negative,"tensor([0.4577, 0.3710, 0.1713])"
6232,15049,negative,@ DrRizwanAhmed1 Pehle yeh bata tu kya ukhhad raha tha pehle agar safe hands mein nahi bhi hota to ? Apahij chul to s … https // t . co / 5dZ2Yzeozr  ,drrizwanahm pehl yeh bata tu kya ukhhad raha tha pehl agar safe hand mein nahi bhi hota apahij chul … co dzyzeozr,neutral,"tensor([0.3225, 0.5905, 0.0870])"
2752,5633,negative,Teri Ammi Randi ne kya tha tujhe msg @_ Mansoor _ Ali bhan k lore . Lanat tere jaman wale din Te 😈 😈 😈 https // t . co / pUqhKKV76h  ,teri ammi randi ne kya tha tujh msg mansoor ali bhan k lore lanat tere jaman wale din te 😈 😈 😈 co puqhkkvh,negative,"tensor([0.9611, 0.0319, 0.0070])"
13752,34279,negative,@ go _ backmodi you better commit suicide Modi to aagaya hai 😂😂😂  ,go backmodi better commit suicid modi aagaya hai 😂😂😂,negative,"tensor([0.4311, 0.3701, 0.1988])"
203,1167,positive,Wang da naap is such a cute song  ,wang da naap cute song,neutral,"tensor([0.0385, 0.6825, 0.2790])"
3485,8239,neutral,@ BlissfulBengali 1 Age 18 2 Height 5'6 3 Fav Song dil mein phool khil jay kuch is tarah the heart wants what i … https // t . co / 3RO7eI3HVx  ,blissfulbengali age height fav song dil mein phool khil jay kuch tarah heart want … co roeihvx,positive,"tensor([0.0799, 0.3933, 0.5269])"
2870,6077,positive,@ sunilyadv _ unnao @ Yadavspriya Jaha bhi dekho Bjp karykarta hi mare ja rehe h . state aur desh m Bjp sarkar k babjud … https // t . co / yL2R65d6c2  ,sunilyadv unnao yadavspriya jaha bhi dekho bjp karykarta hi mare ja rehe h state aur desh bjp sarkar k babjud … co ylrdc,negative,"tensor([0.5493, 0.2459, 0.2048])"
16388,44343,positive,RT @ KollamNanbans The Supportreachresponse u guys gave us from all over for Indian Cinema's Biggest Cutout has been mind blowing 🙏 # Th …  ,kollamnanban supportreachrespons u guy gave us indian cinema biggest cutout mind blow 🙏 th …,positive,"tensor([0.1530, 0.3512, 0.4958])"
5319,13542,negative,are you even a muslim ? — Ek do Gaali kia De di Log Mazhab pe ajate hain bc . https // t . co / p3JqXdU0cu  ,even muslim — ek gaali kia de di log mazhab pe ajat hain bc co pjqxducu,negative,"tensor([0.6051, 0.3184, 0.0765])"
1979,954,neutral,@ chhavi Absolutely right But in the history of independent India inclusion & secularism were talked about but nev … https // t co / UunSfRgQ0O  ,chhavi absolut right histori independ india inclus secular talk nev … co uunsfrgqo,neutral,"tensor([0.3065, 0.4357, 0.2579])"
16179,43595,positive,Happy birthday dk bhai 🎂🎉🎁🎉🎈👑🎂🎉🎁 aapko Meri taraf se janm din ki bahut bahut sari shubh Kamnaye https // t . co / wZOAGllpk5  ,happi birthday dk bhai 🎂🎉🎁🎉🎈👑🎂🎉🎁 aapko meri taraf se janm din ki bahut bahut sari shubh kamnay co wzoagllpk,positive,"tensor([1.7788e-05, 3.3553e-03, 9.9663e-01])"
6020,14683,positive,@ myogiadityanath yogi sir plz aap se request hai k aap PM narendar modi k movie ko tax free kar dijiya  ,myogiadityanath yogi sir plz aap se request hai k aap pm narendar modi k movi ko tax free kar dijiya,neutral,"tensor([0.1437, 0.4585, 0.3978])"
16650,1164,negative,Chutiye Mahaa chutiye Phr aaty hn romantic posts py sad react krny waly  ,chutiy mahaa chutiy phr aati hn romant post py sad react krni wali,negative,"tensor([0.5685, 0.3176, 0.1139])"
1857,43493,negative,@ BBCUrdu Lagta bbc urdu jald pak se band karna parayga after all bbc is banned is other countries for a reason  ,bbcurdu lagta bbc urdu jald pak se band karna parayga bbc ban countri reason,negative,"tensor([0.3677, 0.3565, 0.2758])"
6294,15151,negative,@ AamAadmiParty @ ArvindKejriwal Are behan chod ne lut Liya chhodA kya tyag Ni ghanta Kiya kya sale ne sarm aati h … https // t co / ac1FTVtwBZ  ,aamaadmiparti arvindkejriw behan chod ne lut liya chhoda kya tyag ni ghanta kiya kya sale ne sarm aati h … co acftvtwbz,negative,"tensor([0.6626, 0.2723, 0.0650])"
4491,11772,neutral,@ jin _ dionysus Meetha Pani on Gol gappa ?? How ?? Why ?? Better you eat Rasgulla then  ,jin dionysu meetha pani gol gappa better eat rasgulla,neutral,"tensor([0.0971, 0.6525, 0.2504])"
13985,35198,neutral,Drugs k sath pakra gya hy kia 🤣🙏 https // t . co / QtnHaX9k4X  ,drug k sath pakra gya hy kia 🤣🙏 co qtnhaxkx,neutral,"tensor([0.2500, 0.5865, 0.1635])"
11384,26899,neutral,@ meghanavirat Maa ... Bhale happy ga undhi https // t . co / o91wT2qa1u  ,meghanavirat maa bhale happi ga undhi co owtqau,neutral,"tensor([0.0651, 0.6300, 0.3049])"
8778,20284,positive,@ ReallySwara pls follow Big fan congressi shayar lover and insomniac Hahaha achhi banegi  ,reallyswara pl follow big fan congressi shayar lover insomniac hahaha achhi banegi,positive,"tensor([0.1781, 0.3263, 0.4957])"
12883,30476,negative,@ ECISVEEP Are kitna niche giroge pure des me pole Khul Rahi he yaad rahe vakat rukta nahi Sudhar jav # forgenDna … https // tco / sQ8FRtMG5Y  ,ecisveep kitna nich girog pure de pole khul rahi yaad rahe vakat rukta nahi sudhar jav forgendna … tco sqfrtmgi,negative,"tensor([0.4346, 0.4340, 0.1314])"
6976,16366,negative,@ SudeepNair09 Are koi isko gau mootra pilao Iska mansik santulan bigad gya hai @ Mr _ AL0n @ gurudronachrya @ binjadhar  ,sudeepnair koi isko gau mootra pilao iska mansik santulan bigad gya hai mr aln gurudronachrya binjadhar,negative,"tensor([0.7756, 0.1489, 0.0755])"
6036,14706,negative,RT @ TimesNow # MamataArrestsRamBhakts | Chanting Jai Shri Ram enough to get you branded goon in West Bengal . Asserting identity is a crime …  ,timesnow mamataarrestsrambhakt chant jai shri ram enough get brand goon west bengal assert ident crime …,positive,"tensor([0.2505, 0.3486, 0.4009])"
12237,28645,positive,@ nitin _ gadkari Jai Hind Jai Bhart sir Congratulations to next Achievement . Gurugram to Delhi ke liye Daily NH 8 pr A … https // t . co / V89CglPAf4  ,nitin gadkari jai hind jai bhart sir congratul next achiev gurugram delhi ke liy daili nh pr … co vcglpaf,positive,"tensor([0.2398, 0.3281, 0.4321])"
1336,30872,negative,@ HamidMirPAK Oic musalmano ko bewoquf banane wala idara hai sahab Agar functional hota to ajj buhat se islamic countries tabah na hoti  ,hamidmirpak oic musalmano ko bewoquf banan wala idara hai sahab agar function hota ajj buhat se islam countri tabah na hoti,neutral,"tensor([0.2917, 0.5373, 0.1711])"
4121,10419,negative,@ anasarcasm @ Being _ Sanskaari Owesi jaise logo ke audio video se hi radical ho raha he hindu Agar aaj ye halat he t … https // t . co / ZgjumYfGkN  ,anasarcasm sanskaari owesi jais logo ke audio video se hi radic ho raha hindu agar aaj ye halat … co zgjumyfgkn,negative,"tensor([0.4786, 0.3830, 0.1383])"
14760,38063,positive,RT @ IngomaMagazine Our very own # MCM is nominated for Best Male artist of the year at the SAMAs ! Somnandi uyesabeka njengekhekhe ley'nyos …  ,ingomamagazin mcm nomin best male artist year sama somnandi uyesabeka njengekhekh leynyo …,neutral,"tensor([0.0579, 0.5892, 0.3529])"
4618,12204,neutral,@ myogiadityanath sir ji pranam mai intizar ahmad sultanpur se sir ji hamne aap tweet ke madhyam se apni ek ek sthit … https // t . co / vY9rQIqkNS  ,myogiadityanath sir ji pranam mai intizar ahmad sultanpur se sir ji hamn aap tweet ke madhyam se apni ek ek sthit … co vyrqiqkn,positive,"tensor([0.0713, 0.3765, 0.5522])"
4343,11224,neutral,@ Pandey66shas Beat yourself instead of me ... Jaab andar hi andar marrahe ho aur upaad se jhoot Bolte jarahe ho ..… https // t . co / ls4Kad6H2b  ,pandeysha beat instead jaab andar hi andar marrah ho aur upaad se jhoot bolt jarah ho … co lskadhb,negative,"tensor([0.5880, 0.2909, 0.1211])"
4179,10636,negative,@ ashutosh83B Bhai aaj tak tune kishi bhi scam par avaj nahi uthai par modi ji k kam kale gungan par avaj uthata hai … https // t co / EfyUNrJRhO  ,ashutoshb bhai aaj tak tune kishi bhi scam par avaj nahi uthai par modi ji k kam kale gungan par avaj uthata hai … co efyunrjrho,neutral,"tensor([0.3550, 0.5117, 0.1334])"
1716,39785,negative,@ Atheist _ Krishna Abe sale chirkut tu hai kaun ..... Khamkha Ki footage leke apne career ko accelerate karne wale ...  ,atheist krishna abe sale chirkut tu hai kaun khamkha ki footag leke apn career ko acceler karn wale,negative,"tensor([0.7956, 0.1404, 0.0639])"
5912,14520,negative,Me nahi manti is election me bjp ki jeet ko me nahi manti modi ko desh ka pm evm me hera feri kar k jeet hasil … https // t co / nwcl080kkg  ,nahi manti elect bjp ki jeet ko nahi manti modi ko desh ka pm evm hera feri kar k jeet hasil … co nwclkkg,negative,"tensor([0.4079, 0.3681, 0.2239])"
5214,13358,neutral,@ OfficialDGISPR Ap logow pe aj kal ho aram ka dallar band ya jo pakhtun k tabahee pe ap logow ko miltey tey is PTM … https // t . co / 4uFWUSAY4c  ,officialdgispr ap logow pe aj kal ho aram ka dallar band ya jo pakhtun k tabahe pe ap logow ko miltey tey ptm … co ufwusayc,negative,"tensor([0.3985, 0.3959, 0.2056])"
10747,25483,positive,modi ji ye sab to hota rahega lekin pehle Ram mandir banawao ... Dhara 370 hatao .. Hindurastra ghosit karwao ... Logo … https // t . co / 6GRaQXH2Hz  ,modi ji ye sab hota rahega lekin pehl ram mandir banawao dhara hatao hindurastra ghosit karwao logo … co graqxhhz,negative,"tensor([0.5616, 0.2534, 0.1851])"
630,3171,negative,@ DesiStupides @ RahulGandhi Hmm sale tum jese log hi 2002 jese ghatna ko hawa dete ho .. so called secularism abb bhi … https // t . co / PKYBVr1M8H  ,desistupid rahulgandhi hmm sale tum jese log hi jese ghatna ko hawa dete ho call secular abb bhi … co pkybvrmh,negative,"tensor([0.7856, 0.1541, 0.0603])"
15390,40389,positive,RT @ BcsdYss Youth Summit 2019! Thank u ⁦⁦@ KingmakersO ⁩ for sending Baayan Bakari as our guest speaker ! Thank u to all workshop presenters !…  ,bcsdyss youth summit thank u ⁦⁦ kingmakerso ⁩ send baayan bakari guest speaker thank u workshop present …,positive,"tensor([0.0045, 0.1731, 0.8224])"
622,3136,negative,After some analysis of Loksabha Election Result Sambit patra is the bali ka bakra to demolish BJP as a anti-Musl … https // t . co / Z2u6rwapo4  ,analysi loksabha elect result sambit patra bali ka bakra demolish bjp antimusl … co zurwapo,neutral,"tensor([0.3884, 0.4016, 0.2099])"
11282,26691,positive,@ mowzrr You ain ’ t ever seen life from this pov stay in yo lane Beverley hills 🖕🏾  ,mowzrr ’ ever seen life pov stay yo lane beverley hill 🖕🏾,neutral,"tensor([0.2143, 0.5826, 0.2031])"
4201,10716,positive,@ Rubz _ Abu In fact ur pretty eys sallo my heart 😉 hehe 😜  ,rubz abu fact ur pretti ey sallo heart 😉 hehe 😜,neutral,"tensor([0.0325, 0.6405, 0.3270])"
7499,17383,negative,You hit us we can hit you harder !!! We are not like those dumb guys you are dealing . Already got many of them as … https // t . co / 0WOUbGRHMM  ,hit us hit harder like dumb guy deal alreadi got mani … co woubgrhmm,neutral,"tensor([0.1621, 0.5071, 0.3308])"
6173,14951,negative,@ waglenikhil Harami saale . Video mein clearly bol raha hain jo kha raha tha k bade ka hai matlab bhais ka . Jaa saal … https // t . co / lrBBxOIMx2  ,waglenikhil harami saal video mein clearli bol raha hain jo kha raha tha k bade ka hai matlab bhai ka jaa saal … co lrbbxoimx,negative,"tensor([0.6861, 0.2270, 0.0869])"
55,310,positive,@ yadavdimples @ RahulGandhi BJP wale to bunglow se chori ki hui nal ki tuti wale ko v nikala tha ... sabke achche din aayenge ...  ,yadavdimpl rahulgandhi bjp wale bunglow se chori ki hui nal ki tuti wale ko v nikala tha sabk achch din aayeng,negative,"tensor([0.8726, 0.0694, 0.0580])"
