uid,text,predicted
20795,RT @ BINAYKU72082652 @ Secular _ Hoon @ SatpalPunia5 Toh kya Hua BJP join jo kiya hai baba jee ne ab toh ye ganga ji k trah pavitra ho gaye ..  ,neutral
21052,@ kalamwati Hi Radhika ! Please DM us your Email ID so that we can contact you at the earliest - Faraz https // t . co / xWzZmnWQl4  ,neutral
22310,RT @ wasim _ dr Last Jumma of this beautiful month # Ramadan Â  . May Allah Accept all our Dua'as and Ibadats and forgive all of us . Ameen ... Pra â€¦  ,positive
40002,RT @ ducksarchives best tik tok ever https // t . co / KTrbNz4DmO  ,neutral
24448,@ narendramodi Aapko is Bharat Desh ke dobara PM banne par dher saari subhkaamnayein Apka hriday se abhinandan A â€¦ https // t co / RNBg9KyfoI  ,positive
28327,@ phata _ dhol __ Have a good day ahead  ,positive
682,RT @ svcietys BECCA IS NOT THE REASON GRIZZ AND SAM HAVE PROBLEMS . SAM IS EDENS FATHER BY CHOICE !!!! DO NOT REDUCE BECCAS CHARACTER TO AN O â€¦  ,neutral
15682,@_ theuglypear You better send me eid mubarak note in your voice beti you are not goongi  ,neutral
21246,West Pakistan na Sahi East Pakistan ne Tu WC Ka pehla match Lia ... # WorldCup2019  ,neutral
42037,@ Abhi96ST @ yogita _ singh13 Ha hmne bhi suna . Aaj Rafel chor ne shapath lia aur andhbhakt gulam bahut khush hain .. Pagalchod chutiya tripathi .  ,negative
14015,@ HardikPatel _ saalaa chutiya kala jabaan le ker aaya hai jab dekho shikayat karta rehta hai jaise ki khud k â€¦ https // t co / 8nvPJu39LP  ,negative
44990,Modi ji ne century nahi triple century maar di hai .. Aur Pappu ki team ko jisme aap bhi the 52 par all out kar diya â€¦ https // t . co / cgoUmE0LiL  ,neutral
21402,@ JulasferRaihan @ freakishside 2015 -2018 phantom ... flop Fitoor .... Disaster Bar Bar dakho .... Flo â€¦ https // t . co / gmEUasgjLA  ,neutral
42836,YO I JUST FOUND OUT you can add two toppings for a liho drink and i just ordered the best one woo  ,neutral
3877,@ AlinaAdyl Zaroori nHi hai insan ki kaafi age hai tOo hee wo achi Aur gahrii bateiN kar sakta hai age doesn't mat â€¦ https // t . co / lNsJ5wMFYf  ,neutral
1011,RT @ iamhamzaabbasi # SarfarazAhmed MASSIVE RESPECT to our Captain Sarfraz for wearing our national dress . World Cup jeeto ya haaro per Dil â€¦  ,neutral
16739,@ BagdaJigs Na hum Pakistan ke Na Bangladesh ke Na Bharat ke . Hum to pure biswa manab hai . Tum khud ko musalman keh â€¦ https // t . co / 20PmHSRvba  ,negative
21605,@ cmuhammadramzan @ Xadeejournalist @ BBhuttoZardari @ mjdawar @ Aliwazirna50 Astaghfirullah Ramzan mein gandi batein nahi D  ,negative
16253,1. nickname anna banana hannah montana pp ( don â€™ t ask kfnajdn ) anita  ,neutral
43725,@ ashutosh83B EC kidar mar gya h ab ??????????????? Q bolti band h is pr ???  ,negative
2572,Harami ko fir bhi lag raha hai wo Bharat me surakshit nahi hai ... https // t . co / cl2HL07LFX  ,negative
31445,@ Ad _ the _ idol ðŸ¤” S / O ðŸ˜‚ðŸ˜‚ @ officiallArth _ isko yaad Dilade ðŸ˜†ðŸ˜† BC nhi to kl phirse Chutiyapa Shuru krega woh ðŸ˜‚ðŸ˜‚  ,negative
30681,@ DrKumarVishwas @ mlkhattar Viswasji jra ye bhi dekh lo pit kyo rhe honge jis trh k kunun bna rkhe usase to police â€¦ https // t co / lT0qQwT4eC  ,negative
21181,It â€™ s looking to be a beautiful weekend enjoy the s u n s h I n e # sunshop # suntan # spraytan # basetan # bronzed â€¦ https // t . co / 1MacyhpXpP  ,neutral
29952,@ PMOIndia dear sir ... apke digital india ka sbi bank pundri kaithal ( haryana ) galat fayda utha rha hai ... mre savin â€¦ https // t . co / RwJUS3vLUI  ,neutral
16901,RT @ me _ nikita99 My mum woke me up by saying utho beta 6 baj rahe hai and she has been saying this for the past 30 minutes ðŸ˜  ,neutral
10781,RT @ OmerSanjrani @ zafaryabkhan dear Zafar Shaib mine complain ki the inho ne kha ap ki light hy status On show ho rha hy fedar m msla hoga â€¦  ,neutral
20694,@ 4AliAhmad @ PredatorOnProwl @ Aaoshy @ AmanWadud @ AdityaMenon22 16th * Bc har do teen saal me muh utha ke pahuch jaate ho katora ke sath ðŸ˜‚  ,neutral
39323,BC Africa waale Afghanistan se bhi haar sakte h ab toh saala first match m 200 rs harwaa diye aaj 500 ab Africa â€¦ https // t . co / sblFYY5OtL  ,negative
20130,@ Varun _ dvn @ ufc Kalank grossing 50cr didn't expect that but bad film nonetheless  ,neutral
6495,Yaar Is say pucho agr khud banaya tou bakery wala dabba kidr say aya ðŸ˜…ðŸ˜…ðŸ˜… aesi aurtein hoti hain jo larkoan ko gumra â€¦ https // t co / HIGcBdLZ8Z  ,neutral
29098,@ rssurjewala Twitter pe bhejna bandh nahi hua congress spokespersons ka  ,negative
10918,@ ptshrikant @ nitin _ gadkari @ BJP4India Garhewa kakwan kanpur nagar ki road chalne kawil nahi kirpa karke road ke mar â€¦ https // t co / dAacjQ2NmH  ,negative
25905,RT @ Tweeti _ sweety0 Berozgaar larke saath larki ki shaadi nhi karaoge .. aur apni berozgaar beti ke liye govt . Job wala chiye ... sharam nhi â€¦  ,negative
31581,@ tsrawatbjp @ nitin _ gadkari Utrakhand mae har post pae stay order kyu lagtae hai sir ??? utrahand ka youth barbadi ki â€¦ https // t . co / O3ZqjNIRdK  ,neutral
25528,@ narendramodi sir ji apke jaisa Bharat mata ka sapoot aj PM hai ye rashtra ki khush kismati h . Sir apne sahasi nir â€¦ https // t . co / 6Bs4l9scO5  ,positive
40784,@ fia _ sara @ rabi822 Pakistan May kitny Bajy fasting band hoti hia ðŸ¤”  ,negative
23274,@ lubna31922231 Chalen shukr hai kesi larki ko tau is pe crush nh  ,neutral
3752,RT @ MAsifAziz061 #Ù„ÛŒÙ„Ûƒ_Ø§Ù„Ù‚Ø¯Ø± Tobah sirf burae ko chorne ka nam nahi hy balke burae ko chor kar neke ko apnana hy by tahir ul qadri @ Tahir â€¦  ,neutral
41284,Kyun ki isme desh k logo ki galti hai P . m ki nahi kyun ki Jo ye kharab harkat sifre khadhe hokar Mobile m record ka â€¦ https // t . co / a4D6PwBSGd  ,neutral
24275,RT @ BJSmys Thank you Vijayakarnataka for your support Thank you @ mnanjundaswamy1 Vidyadaan by YOU program not only helps study affordabl â€¦  ,positive
23072,@ gr8india @ RaghibMohammadi @ savita _ aap Now she will face legal action Now what ?? ðŸ˜‰  ,neutral
10873,RT @ iamrana Is behtareen kitab ko zaroor khariden Hamari tameez aur tahzeeb ka ek hissa https // t . co / z3FxhwgJyh  ,neutral
23089,@ GautamGambhir @ official _ dda @ BJP4India @ OPSharmaBJP Apke sathi manoj tiwari ji kya karne wale hain ye bhi bata dij â€¦ https // t co / C6M87g1jKN  ,negative
32483,@ BeingSalmanKhan to karlo shadi aapko bhi to yahi chahiye thi sidhi sadi simple you and katrina is world best super couple love you salkat  ,positive
4552,@ PM _ Khan _ PM Khoti nasl k bache Pakistani awaam ne awaaz buland ki hai jin k tax k paseoon se zartaj ki behan ne haram salary leni thi  ,negative
18770,@ ndtv Pta nhi # BJP wale # AmitShah k samne kha v skte h ??? Bolne ko to muh khulta nhikhane ki himmat ram ji de  ,negative
30736,@ Sanjeev51950782 @ up100 @ Uppolice @ bulandshahrpol Q modi se hme koi dikkat nhi hme to light gas swach bharat missio â€¦ https // t . co / WvFWCEKUPs  ,negative
21449,@ Akash93743841 @ Destiny7272 @ AvniiCutie @ shivangi9012 Hahahahaha ðŸ˜‚. Ni bhaiii dr k smj me ni aane wala h ye .. ðŸ˜ŠðŸ‘  ,negative
9167,RT @ PatniIsha My # SRKDay birthday look ! â™¥ï¸ Jaaneman's birthday deserves # Silk . @ iamsrk â™¥ï¸â™¥ï¸ # HappyBirthdayShahRukhKhan https // t . co / Bq6D5c â€¦  ,positive
25787,Alvida Jumma mubaarak to all last week of the amazing month the best month of the whole year it'll be missed lik â€¦ https // t . co / 1avZ0z63D1  ,neutral
4230,I â€™ m such an old person now absolutely defeated after a 4 day budapest bender cannot wait to get HOME home to my own bed tomorrow hehehehe  ,neutral
7782,@ manakgupta Ye party TV DEBATE KARKE BAKWAAS ISSUES LEKAR NAHI BANI THI Gupta Baabu BJP ko aap jaise patarkaro ne â€¦ https // t . co / pklCRvytxA  ,negative
16481,@ MrityunjayVNS @ aajtak apne desh ke kapde pehenna kab se etiquette ke against ho gaya lolz  ,neutral
4518,@ Anjuzzzzzzzzz @ im _ iron _ man __ Don't worry ab ye Bakra pareshan nahi karega u r in my arms ðŸ˜Š https // t . co / MiimFGpF26  ,positive
4263,@ iqrarulhassan We both share Birthday dates .. its just that yours on 29th May & Mine is on 29th Jan .ðŸ˜ŒðŸ˜Š Wish you a v â€¦ https // t . co / QFdewEn7Kw  ,neutral
10381,@ Vikasverma0937 @ vicky _ ratia @ ColdCigar @ YRDeshmukh Wo Atmraksha ki Baat kr rha he Aur to Lund ka Baal ak47 aur Hin â€¦ https // t . co / kBGztNKZYJ  ,negative
39926,RT @ SRKxPREDATOR Phir aate hain sarcasm vaale fans Mazak smjh me ni ata ? ðŸ˜‚ Loool inki G marlo sarcastic hokr to inhe koi problem nahi Ma â€¦  ,negative
21364,@ RahulGandhi electronic media ka boycott kariye koi bhi opposition parties ka spokeperson tv par nahi jayega jab â€¦ https // t co / CoWKZT9RwX  ,neutral
28105,@ Sunilgindiawale @ Tripti009 Tu bahut naa samajh Hindu sare ek jaise nahi Asa Ram Ram Raheem ke Bahut Hinduon ne sam â€¦ https // t . co / cJvp9Saeyp  ,negative
42197,Badhai ho - Congratulations Bharat Mata Ki Jai https // t co / ATDq95lPEK  ,positive
16398,RT @ aasifmeo @ sunoo _ chanda Great you are already a celeb ðŸ˜  ,positive
33087,RT @ elgatogaming GIVEAWAY TIME RT and follow for your chance to win a Stream Deck XL ! Winner picked on Friday ! https // t . co / PBpHLORCOk  ,neutral
20654,RT @ Chhattisgarhi _ Koi bhi Muslim iska virodh karne nhi aaya . Kyunki sabhi muslimo ke man me hinduon ke prati yahi soch hai . https // t . co /â€¦  ,neutral
30838,@ rssurjewala @ INCIndia Kuchh pakka hal nahi ye or Modi ke brabar ka president doondo Rahul nahi chlega War â€¦ https // t co / LqxXqGjY9c  ,negative
21696,@ SindhuSorath Is me se b keeray nikal liye ..... Or koi kaam nhi .... Indian Bastards ki tu # IK ko defame krne koshis â€¦ https // t . co / 5QLErFJKO1  ,negative
10552,@ kanhaiyakumar Hawa nikal gae .. gandfat gae ... tumko koi maaf nahi karega .. jnu mai bharat k tukde karte ho ... theek w â€¦ https // t . co / gdUKVNgEWl  ,negative
38213,RT @ MashelkarSheena @ Purusharth6 @ pandey _ indrani @ ShekharGupta @ BDUTT @ RanaAyyub Oh no @ cjwerleman Will give best advise ain't it @ RanaAyy â€¦  ,neutral
10752,@ GMumtazansari @ devikarjv Nahi but humare desh mein aatankwadi gatividhiya bhi rss aur bjp ki wajah se nahi hai Au â€¦ https // t co / 3P1QFhb4iC  ,negative
23625,@ SR65565321 Mare aapke dusman ðŸ˜Š hum to aapke dost he ðŸ‘ðŸ˜Š good morning ðŸ™ðŸŒ¹  ,positive
42465,Bahot khub yaro good Gary Kirsten the man Who is behind the success of team india which helps to win world cup â€¦ https // t co / qQsH8OxKZg  ,positive
21214,@ nblmntp Happy birthday bil smoga sentiasa dibawah rahmat Allah  ,positive
37869,@ aju000 @ Advaidism @ priyashmita @ mallucomrade @ superdjinne @ rebuild _ kerala @ thebooksatchel Kitna jhoot bologe .  ,positive
9439,@ KsMewada @ AcharyaPramodk Es se sampradayek sohard kharab nahi acha hoga . Hindutwa gundo ke dil me musalmano ke liy â€¦ https // t . co / cQVEdZNA2r  ,neutral
2434,Bc tumhare time me black me 1500 dene padte the .. tab bhi gas nahi milti thi .. Cylinder he nahi milta tha tumhare t â€¦ https // t . co / Ek7aBuEvMB  ,negative
39158,The Country and BJP will miss the valuable services of a great leader Hon â€™ ble Shri @ arunjaitley Ji But we know af â€¦ https // t co / 07jbgANykF  ,neutral
42171,@ pankhuripathak @ abpnewstv Isme ABP news ki kya galti he . haa usme kaam kr rahe kuch ptrkaar agr apne ko chaploos si â€¦ https // t . co / aYTFhoBKUD  ,negative
5036,@ bilaldarone9 lazme tu nhe jaisa bap hoo wesa he beta hoo ... ab khud dekh loo Nawaz zalil ho rha hai jail me aur be â€¦ https // t . co / MVqd1AnHVf  ,negative
41498,RT @ AliAkraye Kurdish pride Makwan Amirkhani we are proud of you inshallah future champ â¤ï¸â˜€ï¸ðŸ’š https // t . co / ZULMUMf2LG  ,positive
20734,Jumma Mubark to All https // t co / ycEQj6DYF5 for free to celebrate Jumma and ivite your friend for prayer on Smartph â€¦ https // t co / dAIADFHuZR  ,neutral
24153,@ GautamGambhir @ Javedakhtarjadu @ RakeyshOmMehra Ek hi dil sahab kitni bar jitoge ... Bhai the first BJP CANDIDATE TO â€¦ https // t . co / 6KnP8CKktQ  ,negative
21109,He Aaj Ke Bad Mein Ne Sona Nahi Hai She Wo Kiun ? He Mein Ne Kal Khuwab Dekha Tumh Kisi Aur Ki Ho gayi Ho . Mein â€¦ https // t . co / y5ZHjRRQDd  ,neutral
17485,@ Kavita _ Sharma4 Modi g ne ab jiske puch tade ke tade rhte the unke dukan band kr de  ,negative
27459,@ Ra _ Bies Isko kya hogaya ? ye toh iske asteroid ka effect hai ðŸ˜‚  ,negative
11887,@ BrianLara @ iRashidLatif Juwarii spot fixer ki dhulaiiii .. chutiyee ko ajj bhee koi heya orr sharam nahi dhatai s â€¦ https // t . co / sp8qXVw8LH  ,negative
28428,@ sherryontopp ðŸ‡®ðŸ‡³ sir kab rajniti chod rhe ho desh k sath apne pagdi ko bhi dhoka doge ap ne bola tha ki rahul agr am â€¦ https // t co / VdtaZ3SA1t  ,negative
10739,Such hazam nhi ho rha thato kbhi hazam krna to tha https // t co / Fc0S7o8Fad  ,neutral
27942,Terrorist army of Pakistan ghadar tum khud hay tumhara bap ghadar tu ekk najayez harami awlad hay Angraiz ka Death to Terroristan ðŸ‘ŽðŸ–ðŸ‡µðŸ‡°  ,negative
22870,@ akhtarqasmi999 Haye ab mirchi lgi jnab ko ðŸ˜‚ðŸ˜‚ oye tu khush ho Teri Maa Maryam ki project delivery bohat achi hai tu â€¦ https // t . co / U9qBGcQbV3  ,negative
21506,RESPECTED PIUSH GOYALJI SITAPUR TO LAKHIMPUR KE BEACH CRS INSPECTION 18 APRIL 2019 KO HO CHUKA TRAIN AAJTAK NAHI CH â€¦ https // t . co / 0VZ29XbieO  ,neutral
30998,@ nadeem0036 @ GBAwareness Tum beghariat lahori ko GB k issues ka pata nahi tu iss la matlab yea nahi k wahan koi sen â€¦ https // t . co / ShsFgXldBu  ,negative
38805,@ DiVa _ x3 One of the very very few KH songs I'd have a bit of nostalgia for Calm soothing relaxing ! https // t co / jX9LrOUCip  ,neutral
16076,@ iamsadiqmirza @ Bhardwajbalram1 @ aimim _ national @ asadowaisi Believe me hum hinduo se kisi ko koi khatra nahi par â€¦ https // t . co / RXFzwLvD1f  ,negative
29864,Hey yeah Tari i Love you and your writing so much https // t . co / rfR73vCe3N  ,positive
2707,@ nitin _ gadkari ji a very happy budday and wish u a jubliant political journey ahead # staycool # stayfocussed # staydowntoearth  ,neutral
40560,@ MaizaHameed ðŸ˜ŽðŸ‡µðŸ‡°ðŸ˜Ž Internationaly Price Kam Nahi ho Rahi Lakin Ab Aik Gujjar ko Kia Pata ossay chaahiay Bha â€¦ https // t . co / eEViW3fFkx  ,neutral
21432,@ HardikChauhan36 Vaynad me modiji jitte ya nhi pata nhi but vote difference bhot km hota .. dono me ... vaise modi kyu â€¦ https // t . co / IkPshHMeG5  ,neutral
32524,Merry desh ke musalman bhaio ko desh ki dhara mein aane chahiye . aap ek bar dekhe bada anand aayega . Bhool jayein A â€¦ https // t . co / kT685aPs9I  ,negative
9080,@ iraoumairrajput Hahah jb comment kia toh uske baad smj aya k kya taluk tha isliye del krdia ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,negative
25585,@ GabbarSanghi Deewana dil Deewana SRK if you ask for best scene it has to be from climax in Jo jeeta Wahi Sikandar ðŸ‘ðŸ»  ,neutral
10711,@ KarunaGopal1 @ dhruv _ rathee Smart cities advisor it seems . Jao jaakar Jai Shri Ram bolo aur aage badho .  ,negative
20502,@ MaryamNSharif Inke liye bi insaf ke liye away uthao ye apke Punjab ke hi Hain model Town kuch yaad Aya chor machai â€¦ https // t co / xemF11QoM4  ,negative
40604,@ Khan __ Jannat @ WajidShaikh24 @ anuraagmuskaan Koi musalman ideal bhi h kya is dunia m ..... koi bataye hume musalmano â€¦ https // t . co / fTEoCzpwnH  ,negative
6024,@ Fozia16969817 Apko kia lgta hai kn ho skti h ðŸ˜‚ðŸ˜‚  ,neutral
9443,RT @ ImSGaraka You have the worst Twitter account who does worst Tweets give worst caption no sense aur Humour to aapke bass ka hai he na â€¦  ,neutral
12968,RT @ Bombaxtic _ Ridzz Ager tere pas chokri nhi to kisi kam ki teri govt nokri nhi . https // t . co / unlyLwRmQB  ,negative
43388,@ ShefVaidya Jihadi Hindu Girl Ko Target Karte Hai Inhe Pakistan Se Dubai Ke Jariye Paisa Milata Hai . Bechari Aab Pu â€¦ https // t . co / 4InQNuRlKQ  ,negative
43665,RT @ harseeeyah @ yaro _ gaxa happiest birthday Allah â€™ s Barakah and Rahmah always .  ,positive
17529,@ ZeeNews @ RahulGandhi @ BJP4India Logo ne Congis ke saath 2019 me NYAY kar diya hai phir bhi baaj nahi aa rahe hai RaGa .  ,negative
23544,@ PMOIndia congratulations modi ji aap firse ekbar hamara pradhan mantri ji ban ggaye main west Bengal ki Kolkata se â€¦ https // t co / pKkDafEmLq  ,positive
18429,@ sekcy __ @ chocolatibacha No words to describe my feelings Sir ðŸ˜ðŸ˜ðŸ˜ Khushi k aansu are bahinngggg ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,positive
20946,@ sunoo _ chanda hijab is better than open head ðŸ˜Š  ,neutral
12367,SMT PML ( N ) AJK - Ko Uski Pechan Nahi De Ja Rahi Ager Kuch Dinu Tak # SMTPMLNAJK Ko Uski Pechan Na Dae Ge Tu Ma Or Me â€¦ https // t . co / ILQ5RjDPtn  ,neutral
6386,@ vsarthak21 @ vikasbha Hahaha ye Sala kisi football match k jeetne k baad ki h . I think . Baaki don't know ..  ,negative
12120,@ vbghia Inki maane to iske bad to elections hi nahi none wale hai https // t . co / PBclcoO5Hj  ,neutral
18628,Newz channels vale # ExitPolls ko hi results man kar aise lage hue he k agar # 23rdMay ko kuchh uch nich ho gaya to m â€¦ https // tco / jU0mIxhCUf  ,neutral
37345,@ Fallibilist1 @ laltaintabahde @ MaryamNSharif @ Xadeejournalist Jo aulaad paisa denay ko tyar nhi wo Gurdda dy ge ðŸ˜„ðŸ˜„  ,negative
19508,@ AmitShah @ narendramodi AmitaShah and Modi ji . you are truly deserve for the position India will move on ... Yo â€¦ https // t . co / ARuXnvIeLj  ,neutral
12386,@ AnasMueen1 @ joe _ sameer Pentagon tera baap hai ... bc .... apne Lt gen and brig ka court martial kar rhe ho chutiye .. d â€¦ https // t . co / G55pFOkedz  ,negative
8233,@ CarryMinati Jcb & RCBgirl = CB ( CHUTIYA BANAO ) ðŸ¤” Nahi Vishwas nahi ho raha click here ðŸ‘‡ check â€¦ https // t . co / XyW8UUvLXq  ,neutral
40610,https // t . co / BfQUHJIB7C . Gud nyt guys with his emotional song jise sunkar sari tension chli jayegi only # mom ko hu â€¦ https // t . co / SOjDS4Ii8t  ,neutral
11493,@ dkrish85 Most stupid language is Tamil ... it's most irritating too .. Tamils are chutiya no 1  ,negative
42540,@ DynamicSRK To chori ki baat kisne ki BJP ne koi Congress ki tarah ghotale to nahi kiye Kal se hi to congressi EV â€¦ https // t co / XKznk0X3V8  ,neutral
39543,@ MajorPoonia @ adgpi Bravo our forces . Jai hind ki sena  ,negative
14758,@ ArjunsinghWB @ MamataOfficial Abbye gandu prothrme bangla ta bolte sekh . sala terrorist bihari gandu  ,negative
4291,@ thetweets95 Pata nhe ye Harris kab nikly ga tmhri xi se .. Ye catch chor k match harwaye ga dekh lena eik adh run o â€¦ https // t . co / sBRCF2BORa  ,neutral
21689,@ abpnewshindi @ anuraagmuskaan Without any proof leader EVM pe jhut bol rhe EC chup kyu hai koi action kyu ni leta â€¦ https // t co / l492rh8anF  ,negative
22652,@ TalhaGhouri786 @ sheikhsafina Safina gMasha Allah ye kub sy aur really great job keep it up  ,neutral
9308,@ karanku100 @ Being _ Sanskaari And wtf even ðŸ˜‚ Owaisi was the one jo har jagah bol bolke thak gaya hai Islam is not ISI â€¦ https // t . co / AHpQD0tCff  ,negative
33162,@ alijanepalmer @ JanisIrwin It WAS good ! And you know my face well . â¤ï¸  ,positive
21694,@ IndiaToday Yha bjp haari h na .. isliye ab bengal ke baad Tamil ko bhi todne ka kaam kr rhi h but tamilian bahut edu â€¦ https // t . co / SjW7oqZTNh  ,negative
29628,@ ZAbbasOfficial @ iamamirofficial But accroding to to @ SYahyaHussaini ( bechaini ) he is not playing pak vs wi match .â€¦ https // t . co / vfD3hbBX4Y  ,neutral
20769,@ MundaArjun many many congratulations sir .. best wishes from vikash kala kendra jamshedpur ( Jharkhand )  ,positive
7452,@ sonshu101 Damn popat ho Gaya ye deleting it now will tweet this tomorrow ðŸ˜‚  ,neutral
33831,@ feku _ jumlebaz ðŸ˜‚ðŸ˜‚ Lagta hai bachpan ki yaadien bhool nahi paa raha .. Pehle Abbu ka chusta tha ab Ab ammi ka blouse â€¦ https // t . co / xxxNyxogHg  ,negative
4394,@ bprerna Madam ji subah ki RAM RAM . JAI SHREE RAM . TWITTER IS my home for one day . So stay calm and enjoy the day with JAI SHREE RAM .  ,positive
25529,RT @ Ronaldonia2 Pubg nhi khelty * Match dewano ki tarah dekhti ho * Smokers se nafrat hai * Will this society accept me ? https // t . co / l6LMw9 â€¦  ,neutral
21008,@ ChhaviDr @ ArvindKejriwal @ SanjayAzadSln Ek unmein se main bhi hun .. Jaldi humlogo ka ek bahut bade aur dhurandar y â€¦ https // t . co / YckwPNpU0c  ,negative
31911,@ jigneshmevani80 @ GulPanag @ ReallySwara @ prakashraaj Chutiya Tera time kabhi nahi aanewala aur apni chamchi Ko â€¦ https // t co / bYJDrpNEWY  ,negative
37688,Ya ya # Bharat buzz might be low .. But it ll still take record breaking .. And movie is superb after that there wi â€¦ https // t . co / RzInog4bB9  ,positive
13077,@ KapilSharmaK9 Kapil ji .. tusi great ho .. mast .. faaadu ... alag hi ... dhuaan ho aap ... aaapk sab episode super se upar h â€¦ https // t . co / rmpbHF4JMH  ,positive
40775,@ ChandlerToBe yaar msla ye hai k job chorr k ghr bethna will make it worse lekin hoti bhi nahi hai job mujhse koi â€¦ https // t co / iqm6VHonHM  ,neutral
2333,@ FrehmanD Jnab 70 saal say to Pakistan dunya ka ameer tareen mulak tha . Ab Imran nay aa k sab ko ghareeb kr dya . Sad but true  ,negative
21731,RT @ Bobby7088 Sending you a tightest hug and a tightest kiss Love you Love you Love you loads Manuu â¤ï¸â¤ï¸â¤ï¸ Once again birthday baby â€¦  ,positive
5729,@ KapilSharmaK9 @ KirronKherBJP @ KapilSharmaK9 Paji ek vadiya joke for us Congratulations to Kiran mam and anupam sir  ,neutral
40479,RT @ abhisar _ sharma All the best @ vinodkapri for your future . Take care https // t . co / znkKf5exzA  ,neutral
7381,RT @ haq _ se _ alone - Why you're single ? Na rona chahta hu Naa hi kisi ko rulana chahta hu  ,neutral
42041,@ 55mmbae It â€™ s okkk !!!! Hehe I â€™ ll just send them the pdf  ,neutral
15266,@ ashutosh83B @ PrannoyRoyNDTV @ Suparna _ Singh Iska MATLAB ye huaa ki bjp jit rahi thi tab logo ko Viswas nahi ho rah â€¦ https // t . co / zjnYtt4mHz  ,negative
9992,@ JustinTrudeau Very nice sir waheguru ji ( God ) may bless you sir  ,positive
5186,@ Aamitabh2 Constitutional amendment ki jarurat hogi uske liye . Modi ji chahen to bilkul ho sakta hai lekin pseudosec â€¦ https // t . co / 6YeATgsmi3  ,neutral
39836,Gandhi Pariwar Kubaniyaan deta rahe . Our Bhrasta Cong . Neta maje Maaren ab our nahi Rahul president ka pad chodo . A â€¦ https // t . co / XyxrUg75fc  ,negative
43152,RT @ Khushbu42029670 # IndianSlaveMedia hmare desh ki media itni bhrast h ki usne 2014 barwala kand ki sachchai na dikhakr nirdos gurudevji â€¦  ,negative
22587,@ AraySunoYar Shabash ! You literally won't become cool by tweeting this type of shit !  ,neutral
38657,@ Unofficial _ 123 Kahi Aayesha ki story to nahi bata raha .. Kyuki Asmaani Kitab me aise bahut se kisse hai .. ðŸ˜‚ðŸ˜‚ Kam â€¦ https // t . co / WA5EUmNJc7  ,negative
10548,@ its _ Bakhtawar hahah chl hat koji tjh se kon love krega but may be from ur nature ur humor nd all that shyd  ,negative
10436,@ Sir _ Predicament @ ThatDopedGuy Bade logo ki hoti hai tujh jese jhaatu newbie ko ghnta pata rhega  ,negative
35392,@ TheMaazSheikh Arey yaar twitter par ye kissa kahani mat likho logical baat karo yaar Rahul gandhi dar kar politi â€¦ https // t co / dhJCsY5Se3  ,negative
6691,@ ShappiKhorsandi As a 1974 baby I feel somewhat shat on . Monty Python was the absolute antithesis of the mainstream 70s comedy .  ,neutral
22753,@ ImamUlHaq12 patchi tum kabhi kamiyab nahi hogay barray matches mai hamesha zalil hogay dusro ka haaq markr jo aat â€¦ https // t . co / N3VDZdRnkj  ,negative
9562,@ kholo _ morodi Unpaid leave is a thing See you New Years Eve â™¥ï¸  ,neutral
40472,RT @ Jagdish41165645 @ Ladoo _ 10 Very very nice video ha ji  ,neutral
5034,@ wanttounderstnd @ haryannvi 370 / 35A hatane ki aukat nahi inki . Inko bhi pata hai khud se . Chahe kitna massive manda â€¦ https // t . co / TNIHZwqehZ  ,negative
2870,BAP _ Daehyun Thanks for singing B . A . B . Y . You always remove your extraordinary charisma while singing on stage and I â€¦ https // t . co / Yprq7A1qzc  ,neutral
30254,chutiye itney dino se teri bakchody dekh raha hoo terko ghanta kuch nahi pata Aayega to modi hi ðŸ” â€” Ok https // t . co / JZBRLUYYUO  ,negative
10363,@ FairyQu65093580 @ Shifa46705776 @ lostboy54 Sakhi tum bhi bhagna sath me kahi VG mujhe chor k bhag na jaye ðŸ˜’  ,negative
722,Ek to naukari hai nahi upar se ye saale cheating krwa ki baaki exam postpond krwa rahe hai # PSCPaperLeak  ,neutral
18415,@ FarazAh30951486 Apse guzarish hai phr bimari ko band kryn aur madham madham sone k tiyari kryn  ,neutral
15782,@ MASHAH5825 Ye Govt b Mushraf ki tarh opposition ko bardasht nhe kr rhe En ko khud pata nhe chal raha hy k govt kesy chalaen  ,negative
12369,@ Narmeen85082321 tape lga lo ya Elfie se chipka lo warna aore bhi toot jaye ga ðŸ˜œðŸ˜œðŸ˜ƒðŸ˜ƒ  ,neutral
20240,Dear @ hotstartweets I'm watching many shows regularly on ur app But there is very few advertising . Can you pls inc â€¦ https // t . co / UKVZwxXduQ  ,positive
34016,@ BeingSalmanKhan @ Bharat _ TheFilm @ aliabbaszafar @ atulreellife @ itsBhushanKumar @ bindasbhidu @ sonalikulkarni â€¦ https // t . co / OCb0IGluIb  ,neutral
33281,Sri narendr modi ji aapko dubara prime minister banne ki bahut bahut badhai subhkamnaye ek aagrh hai aapse ki b â€¦ https // t co / S7z3yOrfaJ  ,positive
