,uid,text,clean_text,predicted,predicted_proba
2442,2707,@ nitin _ gadkari ji a very happy budday and wish u a jubliant political journey ahead # staycool # stayfocussed # staydowntoearth  ,nitin gadkari ji happi budday wish u jubliant polit journey ahead staycool stayfocuss staydowntoearth,neutral,"tensor([0.2051, 0.4004, 0.3945])"
2443,40560,@ MaizaHameed ðŸ˜ŽðŸ‡µðŸ‡°ðŸ˜Ž Internationaly Price Kam Nahi ho Rahi Lakin Ab Aik Gujjar ko Kia Pata ossay chaahiay Bha â€¦ https // t . co / eEViW3fFkx  ,maizahame ðÿ˜žðÿ‡µðÿ‡°ðÿ˜ž internationali price kam nahi ho rahi lakin ab aik gujjar ko kia pata ossay chaahiay bha â€¦ co eeviwffkx,neutral,"tensor([0.1374, 0.6023, 0.2603])"
2444,21432,@ HardikChauhan36 Vaynad me modiji jitte ya nhi pata nhi but vote difference bhot km hota .. dono me ... vaise modi kyu â€¦ https // t . co / IkPshHMeG5  ,hardikchauhan vaynad modiji jitt ya nhi pata nhi vote differ bhot km hota dono vais modi kyu â€¦ co ikpshhmeg,neutral,"tensor([0.2872, 0.4715, 0.2413])"
2445,32524,Merry desh ke musalman bhaio ko desh ki dhara mein aane chahiye . aap ek bar dekhe bada anand aayega . Bhool jayein A â€¦ https // t . co / kT685aPs9I  ,merri desh ke musalman bhaio ko desh ki dhara mein aan chahiy aap ek bar dekh bada anand aayega bhool jayein â€¦ co ktapsi,negative,"tensor([0.7399, 0.1373, 0.1229])"
2446,9080,@ iraoumairrajput Hahah jb comment kia toh uske baad smj aya k kya taluk tha isliye del krdia ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,iraoumairrajput hahah jb comment kia toh usk baad smj aya k kya taluk tha isliy del krdia ðÿ˜‚ðÿ˜‚ðÿ˜‚,negative,"tensor([0.4576, 0.4077, 0.1348])"
2447,25585,@ GabbarSanghi Deewana dil Deewana SRK if you ask for best scene it has to be from climax in Jo jeeta Wahi Sikandar ðŸ‘ðŸ»  ,gabbarsanghi deewana dil deewana srk ask best scene climax jo jeeta wahi sikandar ðÿ‘ðÿ»,neutral,"tensor([0.2589, 0.4532, 0.2880])"
2448,10711,@ KarunaGopal1 @ dhruv _ rathee Smart cities advisor it seems . Jao jaakar Jai Shri Ram bolo aur aage badho .  ,karunagop dhruv rathe smart citi advisor seem jao jaakar jai shri ram bolo aur aag badho,negative,"tensor([0.3717, 0.3621, 0.2662])"
2449,20502,@ MaryamNSharif Inke liye bi insaf ke liye away uthao ye apke Punjab ke hi Hain model Town kuch yaad Aya chor machai â€¦ https // t co / xemF11QoM4  ,maryamnsharif ink liy bi insaf ke liy away uthao ye apk punjab ke hi hain model town kuch yaad aya chor machai â€¦ co xemfqom,negative,"tensor([0.4146, 0.4141, 0.1714])"
2450,40604,@ Khan __ Jannat @ WajidShaikh24 @ anuraagmuskaan Koi musalman ideal bhi h kya is dunia m ..... koi bataye hume musalmano â€¦ https // t . co / fTEoCzpwnH  ,khan jannat wajidshaikh anuraagmuskaan koi musalman ideal bhi h kya dunia koi batay hume musalmano â€¦ co fteoczpwnh,negative,"tensor([0.4570, 0.4258, 0.1173])"
2451,6024,@ Fozia16969817 Apko kia lgta hai kn ho skti h ðŸ˜‚ðŸ˜‚  ,fozia apko kia lgta hai kn ho skti h ðÿ˜‚ðÿ˜‚,neutral,"tensor([0.3422, 0.5426, 0.1152])"
2452,9443,RT @ ImSGaraka You have the worst Twitter account who does worst Tweets give worst caption no sense aur Humour to aapke bass ka hai he na â€¦  ,imsgaraka worst twitter account worst tweet give worst caption sens aur humour aapk bass ka hai na â€¦,neutral,"tensor([0.2798, 0.5286, 0.1917])"
2453,12968,RT @ Bombaxtic _ Ridzz Ager tere pas chokri nhi to kisi kam ki teri govt nokri nhi . https // t . co / unlyLwRmQB  ,bombaxt ridzz ager tere pa chokri nhi kisi kam ki teri govt nokri nhi co unlylwrmqb,negative,"tensor([0.5988, 0.3119, 0.0893])"
2454,43388,@ ShefVaidya Jihadi Hindu Girl Ko Target Karte Hai Inhe Pakistan Se Dubai Ke Jariye Paisa Milata Hai . Bechari Aab Pu â€¦ https // t . co / 4InQNuRlKQ  ,shefvaidya jihadi hindu girl ko target kart hai inh pakistan se dubai ke jariy paisa milata hai bechari aab pu â€¦ co inqnurlkq,negative,"tensor([0.5722, 0.2802, 0.1476])"
2455,43665,RT @ harseeeyah @ yaro _ gaxa happiest birthday Allah â€™ s Barakah and Rahmah always .  ,harseeeyah yaro gaxa happiest birthday allah â€™ barakah rahmah alway,positive,"tensor([0.0242, 0.3274, 0.6483])"
2456,17529,@ ZeeNews @ RahulGandhi @ BJP4India Logo ne Congis ke saath 2019 me NYAY kar diya hai phir bhi baaj nahi aa rahe hai RaGa .  ,zeenew rahulgandhi bjpindia logo ne congi ke saath nyay kar diya hai phir bhi baaj nahi aa rahe hai raga,negative,"tensor([0.5690, 0.3492, 0.0818])"
2457,23544,@ PMOIndia congratulations modi ji aap firse ekbar hamara pradhan mantri ji ban ggaye main west Bengal ki Kolkata se â€¦ https // t co / pKkDafEmLq  ,pmoindia congratul modi ji aap firs ekbar hamara pradhan mantri ji ban ggay main west bengal ki kolkata se â€¦ co pkkdafemlq,positive,"tensor([0.1831, 0.2825, 0.5344])"
2458,18429,@ sekcy __ @ chocolatibacha No words to describe my feelings Sir ðŸ˜ðŸ˜ðŸ˜ Khushi k aansu are bahinngggg ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,sekci chocolatibacha word describ feel sir ðÿ˜ðÿ˜ðÿ˜ khushi k aansu bahinngggg ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜‚ðÿ˜‚ðÿ˜‚,positive,"tensor([0.2755, 0.3262, 0.3983])"
2459,20946,@ sunoo _ chanda hijab is better than open head ðŸ˜Š  ,sunoo chanda hijab better open head ðÿ˜š,neutral,"tensor([0.1186, 0.5473, 0.3341])"
2460,12367,SMT PML ( N ) AJK - Ko Uski Pechan Nahi De Ja Rahi Ager Kuch Dinu Tak # SMTPMLNAJK Ko Uski Pechan Na Dae Ge Tu Ma Or Me â€¦ https // t . co / ILQ5RjDPtn  ,smt pml n ajk ko uski pechan nahi de ja rahi ager kuch dinu tak smtpmlnajk ko uski pechan na dae ge tu â€¦ co ilqrjdptn,neutral,"tensor([0.3809, 0.4319, 0.1872])"
2461,6386,@ vsarthak21 @ vikasbha Hahaha ye Sala kisi football match k jeetne k baad ki h . I think . Baaki don't know ..  ,vsarthak vikasbha hahaha ye sala kisi footbal match k jeetn k baad ki h think baaki dont know,negative,"tensor([0.5113, 0.3273, 0.1614])"
2462,12120,@ vbghia Inki maane to iske bad to elections hi nahi none wale hai https // t . co / PBclcoO5Hj  ,vbghia inki maan isk bad elect hi nahi none wale hai co pbclcoohj,neutral,"tensor([0.3521, 0.5224, 0.1255])"
2463,18628,Newz channels vale # ExitPolls ko hi results man kar aise lage hue he k agar # 23rdMay ko kuchh uch nich ho gaya to m â€¦ https // tco / jU0mIxhCUf  ,newz channel vale exitpol ko hi result man kar ais lage hue k agar rdmay ko kuchh uch nich ho gaya â€¦ tco jumixhcuf,neutral,"tensor([0.2789, 0.6486, 0.0724])"
2464,37345,@ Fallibilist1 @ laltaintabahde @ MaryamNSharif @ Xadeejournalist Jo aulaad paisa denay ko tyar nhi wo Gurdda dy ge ðŸ˜„ðŸ˜„  ,fallibilist laltaintabahd maryamnsharif xadeejournalist jo aulaad paisa denay ko tyar nhi wo gurdda dy ge ðÿ˜„ðÿ˜„,negative,"tensor([0.5214, 0.3431, 0.1355])"
2465,19508,@ AmitShah @ narendramodi AmitaShah and Modi ji . you are truly deserve for the position India will move on ... Yo â€¦ https // t . co / ARuXnvIeLj  ,amitshah narendramodi amitashah modi ji truli deserv posit india move yo â€¦ co aruxnvielj,neutral,"tensor([0.1050, 0.4743, 0.4207])"
2466,12386,@ AnasMueen1 @ joe _ sameer Pentagon tera baap hai ... bc .... apne Lt gen and brig ka court martial kar rhe ho chutiye .. d â€¦ https // t . co / G55pFOkedz  ,anasmueen joe sameer pentagon tera baap hai bc apn lt gen brig ka court martial kar rhe ho chutiy â€¦ co gpfokedz,negative,"tensor([0.6814, 0.1904, 0.1282])"
2467,8233,@ CarryMinati Jcb & RCBgirl = CB ( CHUTIYA BANAO ) ðŸ¤” Nahi Vishwas nahi ho raha click here ðŸ‘‡ check â€¦ https // t . co / XyW8UUvLXq  ,carryminati jcb rcbgirl cb chutiya banao ðÿ¤” nahi vishwa nahi ho raha click ðÿ‘‡ check â€¦ co xywuuvlxq,neutral,"tensor([0.3722, 0.4271, 0.2007])"
2468,40610,https // t . co / BfQUHJIB7C . Gud nyt guys with his emotional song jise sunkar sari tension chli jayegi only # mom ko hu â€¦ https // t . co / SOjDS4Ii8t  ,co bfquhjibc gud nyt guy emot song jise sunkar sari tension chli jayegi mom ko hu â€¦ co sojdsiit,neutral,"tensor([0.3720, 0.3821, 0.2459])"
2469,11493,@ dkrish85 Most stupid language is Tamil ... it's most irritating too .. Tamils are chutiya no 1  ,dkrish stupid languag tamil irrit tamil chutiya,negative,"tensor([0.3958, 0.3651, 0.2391])"
2470,42540,@ DynamicSRK To chori ki baat kisne ki BJP ne koi Congress ki tarah ghotale to nahi kiye Kal se hi to congressi EV â€¦ https // t co / XKznk0X3V8  ,dynamicsrk chori ki baat kisn ki bjp ne koi congress ki tarah ghotal nahi kiy kal se hi congressi ev â€¦ co xkznkxv,neutral,"tensor([0.3655, 0.4778, 0.1566])"
2471,39543,@ MajorPoonia @ adgpi Bravo our forces . Jai hind ki sena  ,majorpoonia adgpi bravo forc jai hind ki sena,negative,"tensor([0.4330, 0.2714, 0.2956])"
2472,14758,@ ArjunsinghWB @ MamataOfficial Abbye gandu prothrme bangla ta bolte sekh . sala terrorist bihari gandu  ,arjunsinghwb mamataoffici abby gandu prothrm bangla ta bolt sekh sala terrorist bihari gandu,negative,"tensor([0.9280, 0.0457, 0.0264])"
2473,4291,@ thetweets95 Pata nhe ye Harris kab nikly ga tmhri xi se .. Ye catch chor k match harwaye ga dekh lena eik adh run o â€¦ https // t . co / sBRCF2BORa  ,thetweet pata nhe ye harri kab nikli ga tmhri xi se ye catch chor k match harway ga dekh lena eik adh run â€¦ co sbrcfbora,neutral,"tensor([0.3834, 0.4617, 0.1550])"
2474,21689,@ abpnewshindi @ anuraagmuskaan Without any proof leader EVM pe jhut bol rhe EC chup kyu hai koi action kyu ni leta â€¦ https // t co / l492rh8anF  ,abpnewshindi anuraagmuskaan without proof leader evm pe jhut bol rhe ec chup kyu hai koi action kyu ni leta â€¦ co lrhanf,negative,"tensor([0.5988, 0.2645, 0.1367])"
2475,22652,@ TalhaGhouri786 @ sheikhsafina Safina gMasha Allah ye kub sy aur really great job keep it up  ,talhaghouri sheikhsafina safina gmasha allah ye kub sy aur realli great job keep,neutral,"tensor([0.2689, 0.4413, 0.2898])"
2476,9308,@ karanku100 @ Being _ Sanskaari And wtf even ðŸ˜‚ Owaisi was the one jo har jagah bol bolke thak gaya hai Islam is not ISI â€¦ https // t . co / AHpQD0tCff  ,karanku sanskaari wtf even ðÿ˜‚ owaisi one jo har jagah bol bolk thak gaya hai islam isi â€¦ co ahpqdtcff,negative,"tensor([0.5196, 0.3251, 0.1553])"
2477,33162,@ alijanepalmer @ JanisIrwin It WAS good ! And you know my face well . â¤ï¸  ,alijanepalm janisirwin good know face well â¤ï¸,positive,"tensor([0.0230, 0.3646, 0.6124])"
2478,21694,@ IndiaToday Yha bjp haari h na .. isliye ab bengal ke baad Tamil ko bhi todne ka kaam kr rhi h but tamilian bahut edu â€¦ https // t . co / SjW7oqZTNh  ,indiatoday yha bjp haari h na isliy ab bengal ke baad tamil ko bhi todn ka kaam kr rhi h tamilian bahut edu â€¦ co sjwoqztnh,negative,"tensor([0.3953, 0.3697, 0.2350])"
2479,29628,@ ZAbbasOfficial @ iamamirofficial But accroding to to @ SYahyaHussaini ( bechaini ) he is not playing pak vs wi match .â€¦ https // t . co / vfD3hbBX4Y  ,zabbasoffici iamamiroffici accrod syahyahussaini bechaini play pak vs wi match â€¦ co vfdhbbxi,neutral,"tensor([0.0709, 0.5504, 0.3787])"
2480,20769,@ MundaArjun many many congratulations sir .. best wishes from vikash kala kendra jamshedpur ( Jharkhand )  ,mundaarjun mani mani congratul sir best wish vikash kala kendra jamshedpur jharkhand,positive,"tensor([0.0800, 0.4056, 0.5144])"
2481,7452,@ sonshu101 Damn popat ho Gaya ye deleting it now will tweet this tomorrow ðŸ˜‚  ,sonshu damn popat ho gaya ye delet tweet tomorrow ðÿ˜‚,neutral,"tensor([0.3446, 0.5154, 0.1400])"
2482,33831,@ feku _ jumlebaz ðŸ˜‚ðŸ˜‚ Lagta hai bachpan ki yaadien bhool nahi paa raha .. Pehle Abbu ka chusta tha ab Ab ammi ka blouse â€¦ https // t . co / xxxNyxogHg  ,feku jumlebaz ðÿ˜‚ðÿ˜‚ lagta hai bachpan ki yaadien bhool nahi paa raha pehl abbu ka chusta tha ab ab ammi ka blous â€¦ co xxxnyxoghg,negative,"tensor([0.7394, 0.1696, 0.0910])"
2483,4394,@ bprerna Madam ji subah ki RAM RAM . JAI SHREE RAM . TWITTER IS my home for one day . So stay calm and enjoy the day with JAI SHREE RAM .  ,bprerna madam ji subah ki ram ram jai shree ram twitter home one day stay calm enjoy day jai shree ram,positive,"tensor([0.0551, 0.2306, 0.7143])"
2484,25529,RT @ Ronaldonia2 Pubg nhi khelty * Match dewano ki tarah dekhti ho * Smokers se nafrat hai * Will this society accept me ? https // t . co / l6LMw9 â€¦  ,ronaldonia pubg nhi khelti match dewano ki tarah dekhti ho smoker se nafrat hai societi accept co llmw â€¦,neutral,"tensor([0.4255, 0.4305, 0.1440])"
2485,21008,@ ChhaviDr @ ArvindKejriwal @ SanjayAzadSln Ek unmein se main bhi hun .. Jaldi humlogo ka ek bahut bade aur dhurandar y â€¦ https // t . co / YckwPNpU0c  ,chhavidr arvindkejriw sanjayazadsln ek unmein se main bhi hun jaldi humlogo ka ek bahut bade aur dhurandar â€¦ co yckwpnpuc,negative,"tensor([0.3557, 0.3106, 0.3337])"
2486,31911,@ jigneshmevani80 @ GulPanag @ ReallySwara @ prakashraaj Chutiya Tera time kabhi nahi aanewala aur apni chamchi Ko â€¦ https // t co / bYJDrpNEWY  ,jigneshmevani gulpanag reallyswara prakashraaj chutiya tera time kabhi nahi aanewala aur apni chamchi ko â€¦ co byjdrpnewi,negative,"tensor([0.7013, 0.1955, 0.1032])"
2487,37688,Ya ya # Bharat buzz might be low .. But it ll still take record breaking .. And movie is superb after that there wi â€¦ https // t . co / RzInog4bB9  ,ya ya bharat buzz might low still take record break movi superb wi â€¦ co rzinogbb,positive,"tensor([0.1899, 0.3959, 0.4142])"
2488,13077,@ KapilSharmaK9 Kapil ji .. tusi great ho .. mast .. faaadu ... alag hi ... dhuaan ho aap ... aaapk sab episode super se upar h â€¦ https // t . co / rmpbHF4JMH  ,kapilsharmak kapil ji tusi great ho mast faaadu alag hi dhuaan ho aap aaapk sab episod super se upar h â€¦ co rmpbhfjmh,positive,"tensor([0.0790, 0.2095, 0.7115])"
2489,40775,@ ChandlerToBe yaar msla ye hai k job chorr k ghr bethna will make it worse lekin hoti bhi nahi hai job mujhse koi â€¦ https // t co / iqm6VHonHM  ,chandlertob yaar msla ye hai k job chorr k ghr bethna make wors lekin hoti bhi nahi hai job mujhs koi â€¦ co iqmvhonhm,neutral,"tensor([0.3491, 0.5245, 0.1264])"
2490,2333,@ FrehmanD Jnab 70 saal say to Pakistan dunya ka ameer tareen mulak tha . Ab Imran nay aa k sab ko ghareeb kr dya . Sad but true  ,frehmand jnab saal say pakistan dunya ka ameer tareen mulak tha ab imran nay aa k sab ko ghareeb kr dya sad true,negative,"tensor([0.5463, 0.3038, 0.1499])"
2491,21731,RT @ Bobby7088 Sending you a tightest hug and a tightest kiss Love you Love you Love you loads Manuu â¤ï¸â¤ï¸â¤ï¸ Once again birthday baby â€¦  ,bobbi send tightest hug tightest kiss love love love load manuu â¤ï¸â¤ï¸â¤ï¸ birthday babi â€¦,positive,"tensor([0.0148, 0.3763, 0.6090])"
2492,5729,@ KapilSharmaK9 @ KirronKherBJP @ KapilSharmaK9 Paji ek vadiya joke for us Congratulations to Kiran mam and anupam sir  ,kapilsharmak kirronkherbjp kapilsharmak paji ek vadiya joke us congratul kiran mam anupam sir,neutral,"tensor([0.2079, 0.5169, 0.2751])"
2493,40479,RT @ abhisar _ sharma All the best @ vinodkapri for your future . Take care https // t . co / znkKf5exzA  ,abhisar sharma best vinodkapri futur take care co znkkfexza,neutral,"tensor([0.1665, 0.5721, 0.2614])"
2494,7381,RT @ haq _ se _ alone - Why you're single ? Na rona chahta hu Naa hi kisi ko rulana chahta hu  ,haq se alon your singl na rona chahta hu naa hi kisi ko rulana chahta hu,neutral,"tensor([0.2062, 0.6232, 0.1706])"
2495,42041,@ 55mmbae It â€™ s okkk !!!! Hehe I â€™ ll just send them the pdf  ,mmbae â€™ okkk hehe â€™ send pdf,neutral,"tensor([0.1795, 0.5559, 0.2646])"
2496,15266,@ ashutosh83B @ PrannoyRoyNDTV @ Suparna _ Singh Iska MATLAB ye huaa ki bjp jit rahi thi tab logo ko Viswas nahi ho rah â€¦ https // t . co / zjnYtt4mHz  ,ashutoshb prannoyroyndtv suparna singh iska matlab ye huaa ki bjp jit rahi thi tab logo ko viswa nahi ho rah â€¦ co zjnyttmhz,negative,"tensor([0.4194, 0.4147, 0.1659])"
2497,9992,@ JustinTrudeau Very nice sir waheguru ji ( God ) may bless you sir  ,justintrudeau nice sir waheguru ji god may bless sir,positive,"tensor([0.0065, 0.2654, 0.7281])"
2498,5186,@ Aamitabh2 Constitutional amendment ki jarurat hogi uske liye . Modi ji chahen to bilkul ho sakta hai lekin pseudosec â€¦ https // t . co / 6YeATgsmi3  ,aamitabh constitut amend ki jarurat hogi usk liy modi ji chahen bilkul ho sakta hai lekin pseudosec â€¦ co yeatgsmi,neutral,"tensor([0.3055, 0.4247, 0.2698])"
2499,39836,Gandhi Pariwar Kubaniyaan deta rahe . Our Bhrasta Cong . Neta maje Maaren ab our nahi Rahul president ka pad chodo . A â€¦ https // t . co / XyxrUg75fc  ,gandhi pariwar kubaniyaan deta rahe bhrasta cong neta maje maaren ab nahi rahul presid ka pad chodo â€¦ co xyxrugfc,negative,"tensor([0.4902, 0.3023, 0.2075])"
2500,43152,RT @ Khushbu42029670 # IndianSlaveMedia hmare desh ki media itni bhrast h ki usne 2014 barwala kand ki sachchai na dikhakr nirdos gurudevji â€¦  ,khushbu indianslavemedia hmare desh ki media itni bhrast h ki usn barwala kand ki sachchai na dikhakr nirdo gurudevji â€¦,negative,"tensor([0.3465, 0.3145, 0.3390])"
2501,22587,@ AraySunoYar Shabash ! You literally won't become cool by tweeting this type of shit !  ,araysunoyar shabash liter wont becom cool tweet type shit,neutral,"tensor([0.2810, 0.5431, 0.1758])"
2502,38657,@ Unofficial _ 123 Kahi Aayesha ki story to nahi bata raha .. Kyuki Asmaani Kitab me aise bahut se kisse hai .. ðŸ˜‚ðŸ˜‚ Kam â€¦ https // t . co / WA5EUmNJc7  ,unoffici kahi aayesha ki stori nahi bata raha kyuki asmaani kitab ais bahut se kiss hai ðÿ˜‚ðÿ˜‚ kam â€¦ co waeumnjc,negative,"tensor([0.4558, 0.3578, 0.1864])"
2503,10548,@ its _ Bakhtawar hahah chl hat koji tjh se kon love krega but may be from ur nature ur humor nd all that shyd  ,bakhtawar hahah chl hat koji tjh se kon love krega may ur natur ur humor nd shyd,negative,"tensor([0.5827, 0.2691, 0.1481])"
2504,10436,@ Sir _ Predicament @ ThatDopedGuy Bade logo ki hoti hai tujh jese jhaatu newbie ko ghnta pata rhega  ,sir predica thatdopedguy bade logo ki hoti hai tujh jese jhaatu newbi ko ghnta pata rhega,negative,"tensor([0.4883, 0.3350, 0.1767])"
2505,35392,@ TheMaazSheikh Arey yaar twitter par ye kissa kahani mat likho logical baat karo yaar Rahul gandhi dar kar politi â€¦ https // t co / dhJCsY5Se3  ,themaazsheikh arey yaar twitter par ye kissa kahani mat likho logic baat karo yaar rahul gandhi dar kar politi â€¦ co dhjcsyse,negative,"tensor([0.4591, 0.4035, 0.1374])"
2506,6691,@ ShappiKhorsandi As a 1974 baby I feel somewhat shat on . Monty Python was the absolute antithesis of the mainstream 70s comedy .  ,shappikhorsandi babi feel somewhat shat monti python absolut antithesi mainstream comedi,neutral,"tensor([0.2329, 0.4550, 0.3121])"
2507,22753,@ ImamUlHaq12 patchi tum kabhi kamiyab nahi hogay barray matches mai hamesha zalil hogay dusro ka haaq markr jo aat â€¦ https // t . co / N3VDZdRnkj  ,imamulhaq patchi tum kabhi kamiyab nahi hogay barray match mai hamesha zalil hogay dusro ka haaq markr jo aat â€¦ co nvdzdrnkj,negative,"tensor([0.4112, 0.4060, 0.1827])"
2508,9562,@ kholo _ morodi Unpaid leave is a thing See you New Years Eve â™¥ï¸  ,kholo morodi unpaid leav thing see new year eve â™¥ï¸,neutral,"tensor([0.1182, 0.4905, 0.3913])"
2509,40472,RT @ Jagdish41165645 @ Ladoo _ 10 Very very nice video ha ji  ,jagdish ladoo nice video ha ji,neutral,"tensor([0.0435, 0.6448, 0.3117])"
2510,5034,@ wanttounderstnd @ haryannvi 370 / 35A hatane ki aukat nahi inki . Inko bhi pata hai khud se . Chahe kitna massive manda â€¦ https // t . co / TNIHZwqehZ  ,wanttounderstnd haryannvi hatan ki aukat nahi inki inko bhi pata hai khud se chahe kitna massiv manda â€¦ co tnihzwqehz,negative,"tensor([0.4275, 0.3531, 0.2194])"
2511,2870,BAP _ Daehyun Thanks for singing B . A . B . Y . You always remove your extraordinary charisma while singing on stage and I â€¦ https // t . co / Yprq7A1qzc  ,bap daehyun thank sing b b alway remov extraordinari charisma sing stage â€¦ co yprqaqzc,neutral,"tensor([0.1325, 0.4379, 0.4295])"
2512,30254,chutiye itney dino se teri bakchody dekh raha hoo terko ghanta kuch nahi pata Aayega to modi hi ðŸ” â€” Ok https // t . co / JZBRLUYYUO  ,chutiy itney dino se teri bakchodi dekh raha hoo terko ghanta kuch nahi pata aayega modi hi ðÿ” â€” ok co jzbrluyyuo,negative,"tensor([0.7996, 0.1195, 0.0809])"
2513,10363,@ FairyQu65093580 @ Shifa46705776 @ lostboy54 Sakhi tum bhi bhagna sath me kahi VG mujhe chor k bhag na jaye ðŸ˜’  ,fairyqu shifa lostboy sakhi tum bhi bhagna sath kahi vg mujh chor k bhag na jay ðÿ˜’,negative,"tensor([0.4883, 0.3471, 0.1646])"
2514,722,Ek to naukari hai nahi upar se ye saale cheating krwa ki baaki exam postpond krwa rahe hai # PSCPaperLeak  ,ek naukari hai nahi upar se ye saal cheat krwa ki baaki exam postpond krwa rahe hai pscpaperleak,neutral,"tensor([0.3821, 0.4295, 0.1884])"
2515,18415,@ FarazAh30951486 Apse guzarish hai phr bimari ko band kryn aur madham madham sone k tiyari kryn  ,farazah aps guzarish hai phr bimari ko band kryn aur madham madham sone k tiyari kryn,neutral,"tensor([0.3434, 0.5149, 0.1417])"
2516,15782,@ MASHAH5825 Ye Govt b Mushraf ki tarh opposition ko bardasht nhe kr rhe En ko khud pata nhe chal raha hy k govt kesy chalaen  ,mashah ye govt b mushraf ki tarh opposit ko bardasht nhe kr rhe en ko khud pata nhe chal raha hy k govt kesi chalaen,negative,"tensor([0.4801, 0.3870, 0.1328])"
2517,12369,@ Narmeen85082321 tape lga lo ya Elfie se chipka lo warna aore bhi toot jaye ga ðŸ˜œðŸ˜œðŸ˜ƒðŸ˜ƒ  ,narmeen tape lga lo ya elfi se chipka lo warna aor bhi toot jay ga ðÿ˜œðÿ˜œðÿ˜ƒðÿ˜ƒ,neutral,"tensor([0.3124, 0.4471, 0.2405])"
2518,20240,Dear @ hotstartweets I'm watching many shows regularly on ur app But there is very few advertising . Can you pls inc â€¦ https // t . co / UKVZwxXduQ  ,dear hotstartweet im watch mani show regularli ur app advertis pl inc â€¦ co ukvzwxxduq,positive,"tensor([0.0730, 0.3168, 0.6102])"
2519,34016,@ BeingSalmanKhan @ Bharat _ TheFilm @ aliabbaszafar @ atulreellife @ itsBhushanKumar @ bindasbhidu @ sonalikulkarni â€¦ https // t . co / OCb0IGluIb  ,beingsalmankhan bharat thefilm aliabbaszafar atulreellif itsbhushankumar bindasbhidu sonalikulkarni â€¦ co ocbigluib,neutral,"tensor([0.2525, 0.4009, 0.3467])"
2520,33281,Sri narendr modi ji aapko dubara prime minister banne ki bahut bahut badhai subhkamnaye ek aagrh hai aapse ki b â€¦ https // t co / S7z3yOrfaJ  ,sri narendr modi ji aapko dubara prime minist bann ki bahut bahut badhai subhkamnay ek aagrh hai aaps ki b â€¦ co szyorfaj,positive,"tensor([0.0118, 0.0604, 0.9278])"
2521,33226,@ ShahidInam35 @ aleemudasir @ cjwerleman @ islahmufti @ ICC @ Cricketracker Masha Allah Bachpan ki yaad aageyeLong live kashmir  ,shahidinam aleemudasir cjwerleman islahmufti icc cricketrack masha allah bachpan ki yaad aageyelong live kashmir,positive,"tensor([0.1644, 0.2553, 0.5803])"
2522,29498,RT @ morkeurri ðŸŒž in celebration of our full sun's birthday i wanna do a lil giveaway hee ðŸŒž - no need to follow me - RT and like this -â€¦  ,morkeurri ðÿœž celebr full sun birthday wanna lil giveaway hee ðÿœž need follow like â€¦,neutral,"tensor([0.0222, 0.5371, 0.4407])"
2523,41964,@ camhollidge The government is a shambles no doubt . I meant a disaster as in people â€™ s day to day lives . It â€™ s made n â€¦ https // t . co / lzNEjqeegg  ,camhollidg govern shambl doubt meant disast peopl â€™ day day live â€™ made n â€¦ co lznejqeegg,neutral,"tensor([0.2165, 0.5566, 0.2269])"
2524,17953,RT @ QasimRashid Oh my God you guys . Yes ! https // t . co / lcpYbHGzAY  ,qasimrashid oh god guy ye co lcpybhgzay,neutral,"tensor([0.1166, 0.6830, 0.2004])"
2525,23846,@ ysjagan @ urstrulyMahesh Anna Hartley congratulations for AP New CM I am from talengana Hyderabad . We love you I a â€¦ https // t . co / 3PQxNhMLFh  ,ysjagan urstrulymahesh anna hartley congratul ap new cm talengana hyderabad love â€¦ co pqxnhmlfh,positive,"tensor([0.0186, 0.1979, 0.7835])"
2526,10767,@ iamirpathan Tariko ke abba tum log ho aur tarike dhundhne Kisi aur ke pass Chalo Germany ki tarah ek Truck hi nikalwa lo ðŸ¤£ðŸ¤£ðŸ¤£  ,iamirpathan tariko ke abba tum log ho aur tarik dhundhn kisi aur ke pass chalo germani ki tarah ek truck hi nikalwa lo ðÿ¤£ðÿ¤£ðÿ¤£,negative,"tensor([0.8596, 0.0927, 0.0477])"
2527,11677,What is wrong in it chutiya @ TarekFatah ... Wo apni tehzib me hai .. Teri trah randwa to nhi bna baitha ... https // t . co / lf0E2RYwnm  ,wrong chutiya tarekfatah wo apni tehzib hai teri trah randwa nhi bna baitha co lferywnm,negative,"tensor([0.8839, 0.0906, 0.0255])"
2528,8685,@ Krushna _ KAS Great Human being Talent Master Bhaiyo Ka Bhai Wish You many Many Happy Birthday Bhai God Gives U Mo â€¦ https // t co / ej54j5HBz0  ,krushna ka great human talent master bhaiyo ka bhai wish mani mani happi birthday bhai god give u mo â€¦ co ejjhbz,positive,"tensor([0.0494, 0.2484, 0.7021])"
2529,21699,@ Lundamental @ Dipak6478 @ KING _ OF _ TROLL _ Unblock karke gali de chutiye ko tau  ,lundament dipak king troll unblock kark gali de chutiy ko tau,negative,"tensor([0.7761, 0.1794, 0.0444])"
