Uid,Sentiment,clean_text
25844,neutral, _     Wth yaar larai khatam kro aur mujhy rt dou bus  
19106,positive, A Very Special Spiritual day with special benefits During such special days the importance of Jap â€¦  // t co / NyBhvfctqk  
20082,positive, _ Mumbai  Its Ok Mumbai mei aise hote rehta hei Thanks for the kind words Good Job  
2706,positive,  Sir Dil se Hardik subhkamnaye Aap Desh ke zinda Dil Insan hai . Aap hamesha khush rahen yeh â€¦  // t . co / 3nzVBdGoxQ  
26820,negative,   Yehi to congress ke problem hain we desh ke lye nahi birodi party ko harane ke â€¦  // t . co / d4htiB9seU  
10586,neutral,  Sir ak saal pehale jab oneplus 6 aya tha tab usake sabse jyda giveway apne kiye the a â€¦  // t . co / GnXrRzDktH  
27876,positive,   I tried to pay little tribute to all my heroes and inspirations through col â€¦  // t . co / FSEO92dF99  
22943,positive,  Happy Brothers Day in advance to mah all insan brother's May # MSG papa bless u oll wid good health sewa simran nd parmarth â€¦  
16778,positive,Happy birthday to you Nikhil Annayya  // t . co / hiEZgMQECT  
11626,neutral, 8619715355 PNR is booked in waiting tatkal . chart is prepared but ticket is not confirmed . now what ? i'll get refund or not ?  
3704,positive,  Modiji We all are proud to have u back as our PM .... we have prayed and worked hard on the â€¦  // t . co / 2lMoIUW3R4  
10501,neutral,    _ irani Hamare Desh main Padhe Likhe Anpad aur Gavar dundne se nahi milienge .  
10448,neutral,   DL3063722615219 Sir applied for Tatkal passport for our daughterage 5 mths on 24may On 24th itself the passpor â€¦  
10753,negative,  _ Hannay MAKE TRADEMARKS GREAT AGAIN - Rebel Media sues Hudson â€:trade_mark: s Bay for trade mark infringement over â€œ Make Canada Great Again â€ h â€¦  
11380,negative, chutiye ki picture kaun dekhega . acting aati nahi ise . he is accused criminal . moron fans of idiot farzi star  
28026,negative,  _ wala _ babua Mamta didi is so shocked .. She is like .. idhr to maine bangladeshi aur rohangniya bhare the .. ye sala jai shree ram koun â€¦  
9225,positive,   Sabka sath Sabka vikas ++ Chander mahal ka Diya . Inderpraht ke Rajmahlo ko Mismerize kare ise Happy good night â€¦  
20248,negative, Nahi bjp only evm se jiti hai ... log rally me aana nahi chaate the vha ye log 9lakh vote mil gye . Kahi 10lakh  
4993,positive,Pakistan ka worldcup me acha aghaz imran khan ki hkomt ki tarh ðŸ˜€  
1874,negative, Tum jaise tuche log ye secular non secular ki baate krte hai . Lekin aisa hai kuch bhi nhi . Ye bc apni â€¦  // t . co / CgloqaqWDu  
26065,neutral,  Inke apne logo ne inhe bardaasht karna band kar diya hai . Sab aayenge BJP me . ðŸ:trade_mark:‚ aur rav â€¦  // t . co / 7WEQDsmwBo  
29447,negative, Did you call opposition ? Is there any ? They are a bunch of losers who doesn't even consider themselve â€¦  // t co / yKVudELoZ5  
43080,neutral, Police Station ki Noida Extension me bahut Zaroorat Hai Chori aur loot ki Vardaat bahut badh gayi hai  
3573,negative,  _ Or jaab Hindu Muslim and bjp nahi thi tab in murkh gandu or Congress thi and tab bhi y â€¦  // t co / QECtNXGPwg  
36761,negative, worst service . Tumhare log khana leke bhaag jate hain .... Aur customer care wale sunte nahi .. Kyu kholi hai â€¦  // t . co / uKnufe4jAx  
16642,neutral,Kaam karo modi ji amit shah ji vote kaam karne ke liye diya hai shardasuman karne ke liye nahi may bhi BJP Ka ek c â€¦  // t . co / nd8uHjeFma  
25122,positive,  Dada Aapka # SuperSingerJunior Ka Performance Dhaker Taale Ka Performance Bahut Hi Accha â€¦  // t . co / 0UMWadY0I2  
24470,neutral,     _  Ekdum khtrnak trailer sir ji â€¦  // t co / BK5BEwu32p  
26004,negative,Suna hia jo congress 70 saalo me nahi kar paai wo modi ji ne 5 saal me kar dikhaya # berojgari # modi # hai # to â€¦  // t . co / EsULYe2kOB  
35881,negative, Bc ye dj mixer kiya hai ? Jhaato ki chaumin me harpic mix karte ho ?  
1880,positive,  a _ timida From # Season7 to # Season17 ðŸ˜ So excited to see my boo  again in that red chair !!!! Yayyyyyy !!! Can't wait  â€¦  
24792,neutral, _ IITBHU   Inko to koi puchata ve nahi . Girne ke bad .  
11597,neutral, _ Aisha  _ chanda  _ hun  its _ TAD07  _ awari    _ shahkar  _ mar  Ki HOA ??ðŸ:trade_mark:„  
18853,negative,   _ KHAN Abey 70 crore diye the tab jaake tirpal aaya ... saari duniya mai bheek â€¦  // t . co / 5flLEIQ1N3  
2841,negative,  Congres kabhi sach pr nahi chali sir ji serrf apna pait bhara h desh dero rag rag m sa â€¦  // t . co / 6IgrmNU3nC  
6050,neutral,  Hahahahhahahahhaha 2011ma kiski government thi jab world cup hary thy  
13312,neutral,   Haier tu janab ka side bussiness hai main business is family ka nasha wala namak hai or os he ko protect k â€¦  
16900,positive, _ uthe _  True And plenty of it  
18366,neutral, I'm so sad one of the best things ever booo hooooo !! You should definitely bring it back so we can all catch up !  
21221,negative,Matlab ab satta paksh par koi sawal nahi .  tum vipaksh me bhi baithne k layak nahi  // t . co / Oc3N93DiO2  
11257,neutral, Bajpai sahab ab janta ko murkh banana asan nahi he kyoki ab har hath me social media he aap galat tarike â€¦  // t . co / gZFMfIRGfC  
14511,positive,Unlimited Earn Money With Roz Dhan Android App â€“ Best Earning App in Â  India  // t . co / Qfkt6acUUU  // t . co / NaAOqehAz7  
23515,neutral,  _ SABC1   _ SA      _ ZA   can't wait  
29264,negative,330-6 Is ko bolte hai apne pair pe kuladi marana Toss jit kar BC feelding li Overconfident me l lag gaye # ProteaFire  
33298,neutral,ab bolna mat kisine bola nahi tha  // t . co / LFGixoWPj8  
25070,positive,  _ studioz # Nhstudioz wishes  a very # HappyBirthday # HappyBirthdayPareshRawal # bollywood # thursdaythrowback # tbt # th â€¦  
34294,neutral, ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ bahiskaar to ho gaya he TUM logo ka or O bhi janta ne hi kiya he .. Ab tum 2034 tak underground â€¦  // t . co / DYeV8j75PR  
37156,negative, Ye log pahele toilet me jate dhe 2014 me Modi sarkar ke aane ke bad ye log toilet se nikal Kar nadi â€¦  // t . co / 5DB86nWaON  
14379,neutral,  _ Chikna   Madan Dadar par Bhagega if India wins World Cup ....  if u agree  
3703,neutral, _ a _ v _ e Nai yar i was like is bandi ko itny pyare larky achy ni lagty then what kind of guys she does like ðŸ˜‚  
31564,positive, Bro ma aj apse packages mall me mila tha bro ma apse bhot pyaar karta ho or ma apko apna bar a Bhai ma â€¦  // t . co / n3M7llguHr  
39498,negative, Maa lanno Pehle selfies bana lo ache ache tops mai kyu k khelna to tum logu ko aata ni na hi attack krna buzdil Saale  
5228,negative, Tu kutta hai Imraan ki haddiyan khane wala Pappu ke peeche bhonkne wala Tera unaka congress nhin utha â€¦  // t . co / V9DY7mSW8h  
39223,neutral,  Ye kaisa majak hai ? Mere mobile  2 pro me March ke bad abhi Tak koi update aya hi nahi hai ?   â€¦  
4009,neutral, ðŸ˜‚ðŸ˜‚ðŸ˜‚ Ma'am Magar Pakistan Ke PM Tou Nahi aarahe Dekhega Kaun Phir Tou Modiji Pakka Marwadege  
15596,neutral, This kind of secculurism will nvr give any attention to our ðŸ‡:registered:ðŸ‡³ indians we love  thougtpro â€¦  // t . co / JHcjuwOAB6  
11046,neutral, Heheh I kept screenshooting it until I got him in it  
20148,negative, Maybe he is mad ye sirf apne bap modi ko khush karne k lie rakta hai inki fat ti hongi namardo se i â€¦  // t . co / WlFKAtYIsF  
11612,negative, _ Beast Ja be bsdk ðŸ˜‚ Dhoni Ko tho khud Dhoni fans bhi vote nahi dege aise halat hai Dhoni ke ðŸ˜‚ Modi bhi bole â€¦  // t co / svAnUtys9x  
13843,neutral,Friend - bhai # JCB aayi hai chalega khudai dekhne ?? Me _  // t co / QRM4gmRz5L  
32766,neutral, cold theek hua ya nahi agar nahi to besan ka kuchh bana ke kha lo mera theek ho gya besan ka sheera [ ptla halwa ] pia  
12452,positive,  _ ad # Kesari album is the best album of the year so far ðŸ”¥ðŸ”¥ðŸ‘Œ  
248,neutral, Beta paise kharch karna aasan hai magar kamana bahut mushkil Yeh sala Vivek Oberoi ka idea kis ch ## ye ne diya tha ?  
6432,neutral,  Bha ab koi brahman Nahi shudra nahi kshatriya nahi vaishy Nahi sirf or sirf hindu hai ek â€¦  // t co / 7I41qZur1P  
25599,positive, bhai i am big fan of your old videos ... till 2018.... bhai wapas aaja .. we are misssing desi KUE P â€¦  // t . co / so9xrX2yqH  
2624,negative, _ Mishraji   Tu apna Kar Hum jaise ko taisa sikhe hue log hai Ghanta bhi Teri aukat â€¦  // t co / PVhOqBihBR  
7183,positive,  â€œ Nahi bol payi bas nahi bol payi Mujhe jitna pyaar tha usse usse kai jyada usko apne sapno se tha â€ # 6YearsOfYJHD htt â€¦  
11509,negative, _ Sharma4 # congres ko hmesa ke liy ye dlal chainal par apne parwkta ko bhejna band kar de uske bad dekhe ye d â€¦  // t . co / 2ACEimOiiI  
36381,negative,  btssm SO APPARENTLY THE WEMBLEY GUARDS AND STAFF IS MAKING SURE NO ONE IS AROUND THE STADIUM AND THEY CUT OFF ALL THE POSSIBLE ENTRIE â€¦  
3926,neutral, Mansoor _ Ali  Wah g mere mezban Buqsed journalism aur bughz imran Lham se apka intoha main apke â€¦  // t co / jSJ6dXxE7t  
4094,negative, abuse nahi jootey parny chahyein . Ehsan nahi kar rahy qoam par paisa mil raha hy . itni he gherat hey aur ba â€¦  // t . co / doBJv1YWZy  
3107,neutral,# ModiSarkar2 Sir / mam solapur ke tilack chowk me shapath vidhi apke channel ke madhyam se big LCD screen pe dekhya â€¦  // t . co / IIJE9bjOoP  
15725,positive,Congratulations ðŸ‘ to  for getting a cabinet rank You deserved it sir A man of sheer talent Ara ki aan baan shaan Jai ho ðŸ‡:registered:ðŸ‡³  
9573,neutral,      _ Gazi _  Dil Diya gallan madrasa wale ne Meri madad ki .. ye ba â€¦  
7924,negative,Is BC ko ulta chowk pe latka k Bata ki chapal se marna chahiay  // t . co / JMB7wQ2UhX  
10595,negative,  opposition awam ko bewakoof smjhi bethi hay election harnay k baad bhi aqal nahi ai yah â€¦  // t . co / jdT6DrI5Mv  
7472,positive,  Reina to Sky â€œ We have to wait we can â€:trade_mark: t do anything else . For the good of Milan I hope the right decisions are taken . We mus â€¦  
5051,positive, _ twt YAS baby u did great I am sooooo fucking proud of yall yall deserve the world  
14190,negative,Kaise messed up desi logics hote hain . Agar koi larka respect nahi de sakta just becuz hez religiouz tou wo khud p â€¦  // t . co / ASSuXiP0nu  
30850,neutral,Sala koi mjh ko smjhta hi nh Sab k lye meny kia kuj nh kia Per jab meri bari ayi To sala sabne apna muh pher lya â€¦  // t . co / RiLU16Pv4h  
10022,negative,  Yeh ghatna Mumbai ki hai . 3 senior doctor ne suicide karne ko majboor kar diya .  
11586,positive,  Ramadan Mubarak to me and all the LGBTQ + Muslims in the world You are loved and you are blessed !  // t co / vJiOLtI6kN  
9094,neutral, __ Bhat  Once again I'm not supporting congress . Modi promises tht never happened - Bring back b â€¦  // t . co / a65wl5JJqi  
13695,negative,   Dhruv tyagi ko jante ho bs * k Or ek yadav ko mulle ne mar diya mithai ke pese mangne pr  
27851,neutral,  Sir ji I also got this  // t co / pDXwMkguVt  
271,positive,This is our pride . Proud of you captain  _ 54 By the way kameez shalwar ko pyjama bolkay you dint look coo â€¦  // t . co / yeGe9tSxGe  
24659,negative,  Wo bhi nai lega ab is flop piddu GIA ( GIRGIT + KUTTA ) ko  
29256,neutral, _ jii  Jo is k peachy Bolti ho . Is tweet ko copy kr k last pic ki jaga is ki pic laga do ðŸ˜‚ðŸ˜‚  
5861,neutral,Yayyyyyy I can â€:trade_mark: t wait ðŸ¥°  // t . co / EDHgXSlDFT  
27747,neutral,jo padhtey hain kitab woh ladhtey nahi pakdhnei walay kalam hath giribaan nahi pakdhtey ilm ko hasil kara dunia ko â€¦  // t . co / mkwXE2qBnC  
37638,positive,I'm just an ordinary person but I'm also have right to wish talented person .. so for this happy birthday my mentor â€¦  // t . co / 4itBvOxowN  
6103,positive, wish you a very very happy birthday dear .. tum jiyo hajaro Sal sal ke din ho ek hazar  
23867,negative,Kuttey ka bhi shaukh farmaati hai bechare kuttey ko to chor de rakkasa wo bechara mu se bhi kuch bol nahi p â€¦  // t co / ctEORlVJ4C  
4807,neutral,  Ok sorry n apne emotions ko rokne ki zarrort nii hai gali dena h to de skte hai mujhe bura nii lgega u carion ðŸ‘ðŸ‘  
32866,negative,  Ham gujju itne bhi chutiye nhi hai Bina dekhe samje kuch bhi tweet kar rahe kuch chutiye  // t co / 1xbAHHU2ut  
43199,positive,Happy Birthday bhai .... Allah pak apko hmesha kuah rkhy .. May u live long ...   â€¦  // t . co / pYle6wpdWK  
31150,neutral, He is better than the whole YouTube lot imo . Issko bhi cancel kiya toh Phir Koun bachega bhai  
21363,positive,Bahot khub Yar good hi are Yah waki me shandar hai best mutual fund app # Groww  groww  
437,negative, Tho 10 Saal may Hospital ka Nizam Drust Kyu Nahi Kia . Sharam Tho Athi nahi Tumhe Keunke Tera Baap Bh â€¦  // t . co / GqzCM11R0O  
21296,neutral, News paper aur News channel pe dikhane wale sabhi news sahi nahi hote ... Specially iis dor mai . Ham au â€¦  // t . co / e4F7TrhSGV  
12991,negative, _ Jamal _ Nasir1  Dikh rha hai ... ab to westindies bhi maar k chli jaa rhi hai ðŸ¤£ðŸ¤£ Paksitan ki team na hui heera mandi ho gyi hai ðŸ¤£ðŸ¤£  
24860,neutral,Bas Zimbabwe ki kami nahi khalni chahie ho sake to uska bhi record Tod ke ana-Imran Khan # SarfarazKabhiDhokhaNahiDega # PAKvWI  
27096,neutral,  Find the best deals and offers for all products sold online . Build your collection this season . Get Telegram Alerts -  â€¦  
14861,negative,  ye gyaan ka sagar jaa k un mullo ko do jo apna naam badal kar hindu ldkiyo ko fasate hai â€¦  // t . co / qk0vgS0E0C  
5061,negative, KOI KISI PAY KA BHI SAMAHAK HO . LEKIN HAM AISI PAIYON KO JUTE KI NOK PE RAHENGE JO SECULARISM â€¦  // t . co / ORbb7KLRj8  
6763,positive,  I love my twitter girlfriends wth ðŸ˜­â¤ï¸     shehnazmalik    â€¦  
24049,negative, I respect south many frnds but muh pe bolta hu Bc nahi chahiye mujhe ymuttarakhand me tamil / kerela model Fuck off  
39614,neutral,Tumse na ho paaya bhai tabhi  waalo ko ye bolna pada hai . Tumse na ho payega !  // t . co / N67ykhdwJF  
13735,neutral,  Last 50 years se apki party ne is mulk ka socha hota to na gurbat hoti aur na gareeb â€¦  // tco / b1BSK52CIi  
8406,positive, Hafiz hayat k darbaar pr . All I ask for is good food one last time ...  
42182,neutral, IMLI KI CHATNIII but the best one is pudinay ki chatni dont fight me  
5672,positive, _ Adam Misbahhhhh hurayyyyyyy larki agaye world cup k medan me dhuzzzzz dhuzzzzzzx dhuzzzzzzx  
2810,positive,  _ Scindia   Apki har me bhi jeet chupi hai ... hm sb maharaj ke sath hein aur â€¦  // t . co / L4r0PziSDZ  
25409,neutral,   kaafi acha hai its about that point in life when you are ok with all the pain n hurt . You accept and learn â€¦  
37126,positive, i do love you for rest of my life laa rahsya nur assykeen ðŸ¥°ðŸ¥°ðŸ¥°  
31109,negative, _ urdu Qadianio ka muslims se mila rhe ho . Khuda tumhen hidayat de . Kufar ki bad treen shakal qadiaaniyyat he  
24712,negative,  _ badhan Hum berojgar hi laye sarkar ... Or hamari hi halat khrab ... Even after passing a year And 4 months passes after documen â€¦  
36050,positive,ðŸ:trade_mark: # Sikh # Punjab # Respect Great sons of mother # India Hutatma Sardar Beant singh ji Hutatma Sardar Satwant Singh â€¦  // t . co / TAMPm3xdTK  
42449,neutral,Without rohit Akshay Ki Aukaat Isse Bhi Pata Hai . Under 150cr .. Baap Ko Bhulege Nhi Ye Log . ðŸ˜‚  // t . co / 2WJ0cyIeKr  
16497,positive,Fav Batsman  Fav fast bowler  Fav spin twin  _ chahal -  Fav Captain â€¦  // t co / CC4dNELE6x  
25229,positive,  Not everyone â€:trade_mark: s â€œ I love you â€ is sincere ðŸ’”  
1670,positive,Kyaa think hai mam apki bahut aage jaoge .. Wish u â˜ºâ˜º  // t . co / hXi3ZL8Snu  
7003,neutral,   Chalo ye to pakka yakin ho gaya ki 2024 me bhi jitega to modi hi . Adhyaksh hamar â€¦  // t . co / LNDXe12KpD  
18680,neutral,Iss bar # Election2019 Delhi ki seats aur Amethi ki seat pr BJP jeet payi to uska credit  _ Ind aur unke â€¦  // t . co / JcwqaxG5Fu  
4697,neutral,  Exactly this season had the old charm intact until 4-5 episodes ago Pata nahi achche khaase show ki band kyun bajaa rah â€¦  
17902,positive,08 bohat e noice ho ðŸ–¤â¤ï¸ best frnd ðŸ˜Š dsro ko understand krty ho best in uh ðŸ˜â¤ï¸ tweets tu lit ðŸ”¥ hotin Û”Û” stay bless and same ðŸŒ¸  
35312,negative, SA ka waise he phela match rakh dia tha in ny eng k sath Bangladesh sy hota tou sab ek sath aram karti yeh points table mn ðŸ˜‚ðŸ˜‚ðŸ˜ðŸ˜ðŸ˜  
5554,positive,Mani Shri Pratap Chandra sarangi ji ko Kendra mein rajya mantri banakar Modi ji ne samaj mein aarthik asamanta ko d â€¦  // t . co / 09npKxOS61  
10680,positive, Good show friend A dialogue by pathavi singh - launda serious hai is fabulous super excited  â€¦  // t . co / 5v7nYWexXo  
14289,positive, Love u sir Humay aisa logo ki zarort ha k hamra dard punjab ma be mahsos karta ha sir Qasam say ap â€¦  // t co / kiR6HtJaDh  
26175,negative,Fuck you and dem sucka ass post ...! WE DONT CARE ðŸ˜‚ðŸ˜‚ðŸ˜‚  
28916,neutral, haha ha . Kal WI kese bachoge . I can feel for you .  
22080,neutral,  Why am I always getting dick pics ? I don â€:trade_mark: t even like dick ðŸ˜­ I wanna see tittes and pussy NOT DICK ðŸ:trade_mark:„  
21142,negative, _ yar  Ghatiya admi Is ki Khana Kaaba Pr mukamal banadi lagao Or is ko Ulta kr k is ka pichwara la â€¦  // t . co / PK5x85vGsh  
43161,positive, _ PATRAg Ek or Asman ko chhat ki tarah Allah ne bichchaya hai uski uchai ko badhaya hai taki ham log aaram se â€¦  // t . co / EqJ51j9ei1  
6165,positive,As Hon PM Narendra modi je encouraged SWACH BHARAT MISSION in India results in positive impact Some part of ind â€¦  // t co / p4gRHMZSxj  
10383,neutral, _ Surya Chhote bhai Tejasvi aap bhut age tak jayo ge per aap ko apni hindi ko bahut improve karana ho ga kay â€¦  // t co / d0IS5yZfCw  
39151,positive,No Other Language Has A Word As Sweet As Jaan In Urdu . â¤ï¸  
40814,negative,Aapko kyu etna mirchi lag rhi hai ? Garibo ke masiha khud chara chor nikla . Aapke jaise enke bas Milians of money nh â€¦  // t . co / PxBl5HiqMX  
22278,neutral, Sir ji janta is asking you one question .... Why no tweet till now  
3750,negative, Tum saare neta chor ho be nrend Modi ho yaha lalu ho rahul gandhi sabhi chor ho yaha to bass jo jita â€¦  // t . co / bPGtcAojXA  
12398,negative, Abe chutiya dhongi baba abhi hi ne to janta me Teri gand mar di phir bhi bakchodi har rahe ho mc ch â€¦  // t . co / ds1etWExDK  
31589,neutral,  _ that _ Wese ye sound nahi h Kabhi hamare ghar ki shaadi me aao 2-3 din tak hame khud kam su â€¦  // t co / 3SuebCzvV6  
19609,positive,Allah pak jo jiskay bgair nai reh sakta usko uskay sath rakh Ya tou kisi ki chahat dil main daal mat ... daal dy t â€¦  // t . co / 73iGZ0EdEw  
23622,negative,Arrey chicha Khud to ganja maare rehte ho Media ke samne daaru pikar pahunch jate ho Ranchi me new shrab dukan ki o â€¦  // t . co / eLa8J8Y98h  
12275,negative,Sale dalle  tuje hindi or modi najar ate he likin ye paresan janta nahi ??? Sale bc dalle sale chutiye bh â€¦  // t . co / k0Cte1Kpw9  
8139,positive, CAN U N BTS ALL SHUTUP IM A EMOTIONAL GAY AND I LOVE YOU ALK SO MUCH EVERN YHE STARS CANT COMPARE  
20795,neutral,   _ Hoon  Toh kya Hua BJP join jo kiya hai baba jee ne ab toh ye ganga ji k trah pavitra ho gaye ..  
21052,neutral, Hi Radhika ! Please DM us your Email ID so that we can contact you at the earliest - Faraz  // t . co / xWzZmnWQl4  
22310,positive,  _ dr Last Jumma of this beautiful month # Ramadan Â  . May Allah Accept all our Dua'as and Ibadats and forgive all of us . Ameen ... Pra â€¦  
40002,neutral,  best tik tok ever  // t . co / KTrbNz4DmO  
24448,positive, Aapko is Bharat Desh ke dobara PM banne par dher saari subhkaamnayein Apka hriday se abhinandan A â€¦  // t co / RNBg9KyfoI  
28327,positive, _ dhol __ Have a good day ahead  
682,negative,  BECCA IS NOT THE REASON GRIZZ AND SAM HAVE PROBLEMS . SAM IS EDENS FATHER BY CHOICE !!!! DO NOT REDUCE BECCAS CHARACTER TO AN O â€¦  
15682,neutral, theuglypear You better send me eid mubarak note in your voice beti you are not goongi  
21246,neutral,West Pakistan na Sahi East Pakistan ne Tu WC Ka pehla match Lia ... # WorldCup2019  
42037,negative,  _ singh13 Ha hmne bhi suna . Aaj Rafel chor ne shapath lia aur andhbhakt gulam bahut khush hain .. Pagalchod chutiya tripathi .  
14015,negative, _ saalaa chutiya kala jabaan le ker aaya hai jab dekho shikayat karta rehta hai jaise ki khud k â€¦  // t co / 8nvPJu39LP  
44990,neutral,Modi ji ne century nahi triple century maar di hai .. Aur Pappu ki team ko jisme aap bhi the 52 par all out kar diya â€¦  // t . co / cgoUmE0LiL  
21402,neutral,  2015 -2018 phantom ... flop Fitoor .... Disaster Bar Bar dakho .... Flo â€¦  // t . co / gmEUasgjLA  
42836,neutral,YO I JUST FOUND OUT you can add two toppings for a liho drink and i just ordered the best one woo  
3877,neutral, Zaroori nHi hai insan ki kaafi age hai tOo hee wo achi Aur gahrii bateiN kar sakta hai age doesn't mat â€¦  // t . co / lNsJ5wMFYf  
1011,positive,  # SarfarazAhmed MASSIVE RESPECT to our Captain Sarfraz for wearing our national dress . World Cup jeeto ya haaro per Dil â€¦  
16739,negative, Na hum Pakistan ke Na Bangladesh ke Na Bharat ke . Hum to pure biswa manab hai . Tum khud ko musalman keh â€¦  // t . co / 20PmHSRvba  
21605,neutral,     Astaghfirullah Ramzan mein gandi batein nahi D  
16253,neutral,1. nickname anna banana hannah montana pp ( don â€:trade_mark: t ask kfnajdn ) anita  
43725,neutral, EC kidar mar gya h ab ??????????????? Q bolti band h is pr ???  
2572,negative,Harami ko fir bhi lag raha hai wo Bharat me surakshit nahi hai ...  // t . co / cl2HL07LFX  
31445,negative, _ the _ idol ðŸ¤” S / O ðŸ˜‚ðŸ˜‚  _ isko yaad Dilade ðŸ˜†ðŸ˜† BC nhi to kl phirse Chutiyapa Shuru krega woh ðŸ˜‚ðŸ˜‚  
30681,neutral,  Viswasji jra ye bhi dekh lo pit kyo rhe honge jis trh k kunun bna rkhe usase to police â€¦  // t co / lT0qQwT4eC  
21181,positive,It â€:trade_mark: s looking to be a beautiful weekend enjoy the s u n s h I n e # sunshop # suntan # spraytan # basetan # bronzed â€¦  // t . co / 1MacyhpXpP  
29952,negative, dear sir ... apke digital india ka sbi bank pundri kaithal ( haryana ) galat fayda utha rha hai ... mre savin â€¦  // t . co / RwJUS3vLUI  
16901,neutral,  _ nikita99 My mum woke me up by saying utho beta 6 baj rahe hai and she has been saying this for the past 30 minutes ðŸ˜  
10781,neutral,   dear Zafar Shaib mine complain ki the inho ne kha ap ki light hy status On show ho rha hy fedar m msla hoga â€¦  
20694,negative,     16th * Bc har do teen saal me muh utha ke pahuch jaate ho katora ke sath ðŸ˜‚  
39323,negative,BC Africa waale Afghanistan se bhi haar sakte h ab toh saala first match m 200 rs harwaa diye aaj 500 ab Africa â€¦  // t . co / sblFYY5OtL  
20130,neutral, _ dvn  Kalank grossing 50cr didn't expect that but bad film nonetheless  
6495,neutral,Yaar Is say pucho agr khud banaya tou bakery wala dabba kidr say aya ðŸ˜…ðŸ˜…ðŸ˜… aesi aurtein hoti hain jo larkoan ko gumra â€¦  // t co / HIGcBdLZ8Z  
29098,neutral, Twitter pe bhejna bandh nahi hua congress spokespersons ka  
10918,neutral,  _ gadkari  Garhewa kakwan kanpur nagar ki road chalne kawil nahi kirpa karke road ke mar â€¦  // t co / dAacjQ2NmH  
25905,negative,  _ sweety0 Berozgaar larke saath larki ki shaadi nhi karaoge .. aur apni berozgaar beti ke liye govt . Job wala chiye ... sharam nhi â€¦  
31581,neutral,  _ gadkari Utrakhand mae har post pae stay order kyu lagtae hai sir ??? utrahand ka youth barbadi ki â€¦  // t . co / O3ZqjNIRdK  
25528,positive, sir ji apke jaisa Bharat mata ka sapoot aj PM hai ye rashtra ki khush kismati h . Sir apne sahasi nir â€¦  // t . co / 6Bs4l9scO5  
40784,neutral, _ sara  Pakistan May kitny Bajy fasting band hoti hia ðŸ¤”  
23274,neutral, Chalen shukr hai kesi larki ko tau is pe crush nh  
3752,neutral,  „ÛŒÙ„Ûƒ_Ø§Ù„Ù‚Ø¯Ø± Tobah sirf burae ko chorne ka nam nahi hy balke burae ko chor kar neke ko apnana hy by tahir ul qadri  â€¦  
41284,negative,Kyun ki isme desh k logo ki galti hai P . m ki nahi kyun ki Jo ye kharab harkat sifre khadhe hokar Mobile m record ka â€¦  // t . co / a4D6PwBSGd  
24275,positive,  Thank you Vijayakarnataka for your support Thank you  Vidyadaan by YOU program not only helps study affordabl â€¦  
23072,neutral,   _ aap Now she will face legal action Now what ?? ðŸ˜‰  
10873,positive,  Is behtareen kitab ko zaroor khariden Hamari tameez aur tahzeeb ka ek hissa  // t . co / z3FxhwgJyh  
23089,neutral,  _ dda   Apke sathi manoj tiwari ji kya karne wale hain ye bhi bata dij â€¦  // t co / C6M87g1jKN  
32483,positive, to karlo shadi aapko bhi to yahi chahiye thi sidhi sadi simple you and katrina is world best super couple love you salkat  
4552,negative, _ Khan _ PM Khoti nasl k bache Pakistani awaam ne awaaz buland ki hai jin k tax k paseoon se zartaj ki behan ne haram salary leni thi  
18770,negative, Pta nhi # BJP wale # AmitShah k samne kha v skte h ??? Bolne ko to muh khulta nhikhane ki himmat ram ji de  
30736,neutral,    Q modi se hme koi dikkat nhi hme to light gas swach bharat missio â€¦  // t . co / WvFWCEKUPs  
21449,neutral,    Hahahahaha ðŸ˜‚. Ni bhaiii dr k smj me ni aane wala h ye .. ðŸ˜ŠðŸ‘  
9167,positive,  My # SRKDay birthday look ! â:trade_mark:¥ï¸ Jaaneman's birthday deserves # Silk .  â:trade_mark:¥ï¸â:trade_mark:¥ï¸ # HappyBirthdayShahRukhKhan  // t . co / Bq6D5c â€¦  
25787,positive,Alvida Jumma mubaarak to all last week of the amazing month the best month of the whole year it'll be missed lik â€¦  // t . co / 1avZ0z63D1  
4230,negative,I â€:trade_mark: m such an old person now absolutely defeated after a 4 day budapest bender cannot wait to get HOME home to my own bed tomorrow hehehehe  
7782,negative, Ye party TV DEBATE KARKE BAKWAAS ISSUES LEKAR NAHI BANI THI Gupta Baabu BJP ko aap jaise patarkaro ne â€¦  // t . co / pklCRvytxA  
16481,neutral,  apne desh ke kapde pehenna kab se etiquette ke against ho gaya lolz  
4518,neutral,  _ iron _ man __ Don't worry ab ye Bakra pareshan nahi karega u r in my arms ðŸ˜Š  // t . co / MiimFGpF26  
4263,positive, We both share Birthday dates .. its just that yours on 29th May & Mine is on 29th Jan .ðŸ˜ŒðŸ˜Š Wish you a v â€¦  // t . co / QFdewEn7Kw  
10381,negative,  _ ratia   Wo Atmraksha ki Baat kr rha he Aur to Lund ka Baal ak47 aur Hin â€¦  // t . co / kBGztNKZYJ  
39926,negative,  Phir aate hain sarcasm vaale fans Mazak smjh me ni ata ? ðŸ˜‚ Loool inki G marlo sarcastic hokr to inhe koi problem nahi Ma â€¦  
